Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	dišečim	oljem		Tako je , na primer , učeni profesor Kuhn gerškega Hermejasa z indiškim Sarameyasom primerjal , in dokazal , da med indiškim , gerškim , rimskim in nemškim bogočastjem je zavez , in da soglasje v bitji vem , nekoliko modrelem bagoru ( purpuru ) ; cvetni prah , > vitel kakor čisto zlato , rumeni potoke ; modro in rudece pa mehko perje se sklada v pahalcice ; iz steblenih nitk pa se spletajo naj licniše zapestnice ; zvezčiki ( pušeljci ) posušenih nitk se rosijo z dišečim oljem , da jih dekleta nosijo v nedriji """" itd .
abc2	duhteče	cvetje	žolto	„ Res lepo drevo ! ' Kako gosto in zeleno je njegovo listje , kako duhteče žolto cvetje in kako prijeten hlad nam daje ! pa mislim , pristavijo , da še ni prestara , kajti ima prav mladolično skorjo .
abc2	duhteče	cvetje	žolto	„ Res lepo drevo ! ' Kako gosto in zeleno je njegovo listje , kako duhteče žolto cvetje in kako prijeten hlad nam daje ! pa mislim , pristavijo , da še ni prestara , kajti ima prav mladolično skorjo .
abc2	dišalo	Pezdirje|amo		Pezdirje je dišalo nekoliko po žveplu in amo - nijaku .
abc2	dišal	po nžganih žveplenkah .		Njih plamen je za dober čevelj nad zemljo plaval in je dišal po nžganih žveplenkah .
abc2	smrdi	Gnoj|zraka		"""" Na to se hoče vojak izgovarjati ter pravi med tem , ko se mu je jezik dobro zale tal : „ Nisem ne pijan , gospod stotnik , pil sem samo dvojno vino — belo in rudeče , — in zdaj me vleče eno na to , drugo pa na uno stran ! """" Gnoj smrdi ! Dve gospodičini se sprehajate neki dan po polji , da bi se enmalo hladnega pa dobrega zraka navžili .
abc2	duh	Gnoj	hud|bodeč	Gnoj je puščal za seboj hud in v nos bodeč duh , ki ste ga nežni gospodičini koj čutili in si zategadel dobro nosova tiščali .
abc2	duh	Gnoj	hud|bodeč	Gnoj je puščal za seboj hud in v nos bodeč duh , ki ste ga nežni gospodičini koj čutili in si zategadel dobro nosova tiščali .
abc2	smrad		čisti|zdravi	Ko srečate kmeta , vprašate ga brž nekako jezno : „ Cemu vozite ta smrad na polje ter tako kvarite čisti in zdravi zrak ? """" Na to jima odgovori naš kmet : „ Dragi gospodičini , ta gnoj je za to , da bi žito bolje rodilo in da bi kruh cenejši bil .
abc3	duha		kupčijskega	Manje kupčijskega duha nego Feničani in Karta ¬ žani so bili stari Grki .
abc3	vonjave|diše			Ljudje , ki so v tistih krajih bili , pripovedujejo , da vonjave več milj daleč v morje diše .
abc3	duha		podvzetnega	Danes nimajo Portugiži ne kapitala ne kredita , pa tudi ne podvzetnega duha .
abc3	duh		trezen kupčijski	Ti pogoji so njeno bogastvo in trezen kupčijski duh njenih prebivalcev , ki se ne da tako lahko od enkrat začetega oodvzetja odvrniti .
abc3	smrdi	konoplja|lan|bombaž		Preja iz rastlin , med ktero spadajo : konoplja , lan in bombaž , če se zažge , naglo gori , malo pepela naredi in po kislem smrdi .
abc3	smrdi	volna|svila|dim	zel6 grdo	Preja pa iz žival , med ktero spadajo : volna , svila in razne dlake , če se 1 - zažge , ne gori rada , ampak samo toliko je zgori , kolikor se je ravno v ogenj drži ; ona tudi prej ugasne kakor preja iz rastlin , njen dim pa zel6 grdo smrdi .
abc3	smrdi	volna|svila|dim	zel6 grdo	Preja pa iz žival , med ktero spadajo : volna , svila in razne dlake , če se 1 - zažge , ne gori rada , ampak samo toliko je zgori , kolikor se je ravno v ogenj drži ; ona tudi prej ugasne kakor preja iz rastlin , njen dim pa zel6 grdo smrdi .
abc3	duh	konopljenega	Zaduhel|gnjil	Zaduhel in gnjil duh je slabo znamenje konopljenega prediva .
abc3	duh	konopljenega	Zaduhel|gnjil	Zaduhel in gnjil duh je slabo znamenje konopljenega prediva .
abc3	duh	predivo		Dobro in nepokvarjeno predivo mora jak duh imeti .
abc3	duh	Terpentinov		Terpentinov duh umori sviloda v 12 urah .
abc3	duha	oljem brezove smole		Juhte se strojijo z vrbovim čreslom , ter se po ustrojenji na mesnatej strani z oljem brezove smole namažejo , kar jim tisto posebno ( Luko daje , po kterej se od vsakega drugega usnja razločujejo , in ravno ta duha tudi brani , da se jih črv nikoli ne loti .
abc3	duh	kožuhovine	močen|hud	Najbolji pripomoček proti molu so razen prezračenja in stepanja kožuhovine , vse take stvari , ki imajo močen in hud duh , n .
abc3	duh	kožuhovine	močen|hud	Najbolji pripomoček proti molu so razen prezračenja in stepanja kožuhovine , vse take stvari , ki imajo močen in hud duh , n .
abc3	duh	Les	nek poseben	Les ima tudi nek poseben duh .
abc3	duh	Les	nek poseben	Les ima tudi nek poseben duh .
abc3	diši	Borovina		Borovina diši po smoli .
abc3	duh	višnjini	Prijetni	Prijetni višnjini duh pozna vsakter , ki ima na svojej pipi ali fajfi višnjino cev .
abc3	duh	višnjini	Prijetni	Prijetni višnjini duh pozna vsakter , ki ima na svojej pipi ali fajfi višnjino cev .
abc3	duh	Jagnjed ali beli topol		Jagnjed ali beli topol ima duh po gnjilobi , hrasto vina pa po kislini .
abc3	dišeč	Jantar|balzam		Jantar se da na ognji raztopiti , iz njega se 173 di nek zel6 dišeč balzam izvleči in tudi Arnež ali povlak narediti .
abc3	smrdi	razbeljeno železo|po žvepli		razbeljeno železo , skupaj zvariti , sčžgani rog pa smrdi nekako po žvepli .
abc3	puhti	amonijak		Z amo - nijakom onečiščen zrak najde se zlasti v hlevih in dru ¬ gih živinskih stajah , kajti amonijak puhti iz živinskega blata .
abc3	dišave	koper ali janež|bazilika|korijander|komina|lavrovo listje|čebula|češenj|peteržilj|majoran|rožmarin|žafran|turški poper|prika , gorčica ali ženf , žalbelj		Med naše domače dišave se štejejo : koper ali janež , bazilika , korijander , komina , lavrovo listje , čebula , češenj , peteržilj , majoran , rožmarin , žafran , turški poper ali pa ¬ prika , gorčica ali ženf , žalbelj in še več drugih .
abc3	dišave	poper|klinčki|muškat|cimet|ingver		Med ino - strane dišave pa spadajo : poper , klinčki , muškat , vani - 203 lija , cimet , ingver , itd .
abc3	duha	Vanilija|zel	prijetnega	— Vanilija je semenin strok neke južnoamerikanske rastline , ter 5 do 10 pal ¬ cev dolg , in zavolj svojega prijetnega duha zel < 5 čislan .
abc3	duha	Vanilija|zel	prijetnega	— Vanilija je semenin strok neke južnoamerikanske rastline , ter 5 do 10 pal ¬ cev dolg , in zavolj svojega prijetnega duha zel < 5 čislan .
abc3	dišave	Gorčica|komina|koper		Gorčica , komina in koper so sploh poznane dišave .
abc3	dišave		Inostrane	Inostrane dišave , ali kakor se sploh imenujejo „ gvirci “ , rastejo le pod vročim podnebjem naše zemlje .
abc3	ne smrde	Suhe slive|dimu		Suhe slive , ki po dimu ne smrde , naj ¬ dejo lahko vsak dan kupca .
abc3	duho	kava	prijetno	Dobra kava mora jako , pa prijetno duho imeti .
abc3	duho	kava	prijetno	Dobra kava mora jako , pa prijetno duho imeti .
abc3	duh	vino	prijeten	Dobro vino mora imeti prijeten duh , ki se nje ¬ gov cvet imenuje .
abc3	duh	vino	prijeten	Dobro vino mora imeti prijeten duh , ki se nje ¬ gov cvet imenuje .
abc3	diši	Ječmen|ječmen		Ječmen se v kratkem oklici , če se na to ¬ plem kraji plitvo razgrne in večkrat z vodo poliva ; ko se začne ječmen cimiti , postane malo gorek in skor ne ¬ kako po jabelkih diši .
abc3	dišečino		najboljšo|najtečnejšo|slabejšo|praznejšo	To se ve , da je prvi naliv najboljšo in najtečnejšo dišečino dal , vsak slednji pa daje slabejšo in praznejšo .
abc3	dišati	Dobra Žonta	rjavkasta|belkasta|čista|motna	Dobra Žonta mora biti rjavkasta , ne belkasta , sicer pa čista , in ne motna , ter mora po novo pečenem kruhu dišati .
abc3	dišati	Dobra Žonta	rjavkasta|belkasta|čista|motna	Dobra Žonta mora biti rjavkasta , ne belkasta , sicer pa čista , in ne motna , ter mora po novo pečenem kruhu dišati .
abc3	„ dišečina """"	Žonta		Žonta , ki se je navzela sladnega sladkorja , imenuje se kakor pri pivovarenji „ dišečina """" .
abc3	dišečina|dišečino		gosto	Ker se dišečina ne odtoči iz slada , mora se pred vrenjem še s prilito vodo razten - šati , in to zavolj tega , ker sicer vrvež ne bi mogla gosto dišečino prevaljivati .
abc3	dišečina|duh|puhti		gorka|bodeči	Med vrenjem postane dišečina gorka , ter nek v nos bodeči duh iz sebe puhti .
abc3	smrdeče	Krumpirjevo žganje		— Krumpirjevo žganje je še najbolj dober kup iz ¬ med žganja iz močnatih stvari ; ker pa ima mnogo smrdeče potoke v sebi , ni prijetno za piti .
abc3	dišečo	olje		Likeri imenujejo se tiste žganjice , kterim je sladkor in kakšno dišečo olje / primešano .
abc3	dišale	jesihom|rožah|rožmarinu|klinčkinem ( uagelnovem ) cvetji	prijetno	Ženske , ki bi rade na licu gladko in na - > eto kožo imele in prijetno dišale , umivajo se z jesihom , d je nastavljen na rožah , na rožmarinu , na klinčkinem ( uagelnovem ) cvetji , kteremu je kolonjska voda primešana , in enake stvari .
abc3	dišale	jesihom|rožah|rožmarinu|klinčkinem ( uagelnovem ) cvetji	prijetno	Ženske , ki bi rade na licu gladko in na - > eto kožo imele in prijetno dišale , umivajo se z jesihom , d je nastavljen na rožah , na rožmarinu , na klinčkinem ( uagelnovem ) cvetji , kteremu je kolonjska voda primešana , in enake stvari .
abc3	dišava	rum|rudeče vino|cimet|vanilija		Pri nas se mu še slad ¬ kor , mleko , rum , rudeče vino , cimet , vanilija in še kaka druga dišava dodaj e , na Kitajskem ga pa brez vsakega dodatka pijejo .
abc4	ne diši	pijača|vino		„ A , tukaj bo , “ pravi dijak , „ stopiva notri , ne ? “ „ Hm , hm , “ pa mrmra - Krubovič , svoj obraz obračajoč od znane mu hiše , v meni — meni še pijača prav za prav nič kaj ne diši , in tu je vino jako slabo .
abc4	dišeče	svinjine		“ V tem trenutku se odpro zopet vrata in deklica vstopi , neseča prav lepega prešuta in še bolj dišeče svinjine ; vse to postavi na mizo in vabi gosta , da bi se lotila .
abc4	brez duha			Ko mu pa ta poide , se zavali za mejo in obleži kakor brez duha , ali marveč pihal je , kakor vstavljen hlapon .
abc4	ne diši			Zajame in nese žlico k ustim , pa vidi se mu , da mu nič kaj ne diši .
abc4	ne diši	jed		: : Idite domu v posteljo , “ reče gospod , „ če človeka glava boli , mu res nobena jed ne diši .
abc4	ne diši	kislega zelja|ješprenjčka		“ ¡ Janez , gre ha doin , tam se spran nad svoj hlebec črnega kruha , ' toda tudi ta mu , ne diši , ker se vedno le kislega zelja in ješprenjčka .
abc4	duh	pečenko		Za rnik : Naj bo ! Jaz sem tako pečenko že od nekdaj obrajtal in tudi zdaj me je privabil duh .
abc5	dereče	zveri		Takrat je ni bilo nobene boječe , serdite , strupene , dereče zveri ; nobena se mu ni sovražno nasproti vstopila , sleherna mu je bila pokorna kot svojemu gospodu in kralju .
abc5	duh		Hudi	pismo , kdo je vsejal ljuliko ? Hudi duh namreč je zapeljal perve starše , da so njemu bolj verjeli , kot Bogu , in je s tim ljuliko vsejal .
abc5	dišečih	cvetlic	polna	Šel je neki dan memo travnika , čigar polovico so svinje gerdo razrile , polovica pa je bila še lepo zelena in polna dišečih cvetlic .
abc5	dišečih	cvetlic	polna	Šel je neki dan memo travnika , čigar polovico so svinje gerdo razrile , polovica pa je bila še lepo zelena in polna dišečih cvetlic .
abc5	zelišče	Ženofovo zerno		Ženofovo zerno je najdrobnejše med vsemi semeni , zraste pa , da je zelišče drevesu podobuo , da ptice neba prostor imajo na njegovih vejah .
