Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	zeli		strupnih	179 Vezavke 179 Klicavke » 79 Od strupnih gob ino zeli .
abc1	duha	cvetlice	žlahtniga	Brez poštenja bi bili cvetlice brez žlahtniga duha .
abc1	duha	cvetlice	žlahtniga	Brez poštenja bi bili cvetlice brez žlahtniga duha .
abc1	smrad		dušen	Greh je mladine dušen smrad .
abc1	ne diši			Kar ti ne diši , pa pusti .
abc1	smrad	Gnojna jama|gnojnica	škodliva	Gnojna jama se pred hišen prag ne smé napravljati , ampak za hlev v kak senčen kraj ; gnojnica je zdravju škodliva , in kjér je smrad , ne gre pošten človek blizo rad .
abc1	smrad	Gnojna jama|gnojnica	škodliva	Gnojna jama se pred hišen prag ne smé napravljati , ampak za hlev v kak senčen kraj ; gnojnica je zdravju škodliva , in kjér je smrad , ne gre pošten človek blizo rad .
abc1	gniti	listopad		Lis to gnoj , listopad alj gnivc ( ^ ооетбег ) , v katerim listje opade in začne gniti .
abc1	dišava	mèra		Prava mèra je nar boljši dišava , pa tudi zdrav živež nar boljši bogastvo per hiši .
abc1	ne diši	jesti		Ako jezik čist ni , nam tudi jesti ne diši .
abc1	dišijo	kolači|meso	šartelni	Tudi kolači alj šartelni vam dišijo , kaj ne ? — nar bolj pa meso .
abc1	dišijo	kolači|meso	šartelni	Tudi kolači alj šartelni vam dišijo , kaj ne ? — nar bolj pa meso .
abc1	diši	kužeju meso		Tudi kužeju meso diši , in dajte mu ga na velki petek , jedel ga bo .
abc1	duh		Dober	Dober duh nam hudiga ne stori ? hudiga se bati ni .
abc1	smé	Vhajavc ( dezentér )		Vhajavc ( dezentér ) ne smé na svetlo ino je kakor лто1к v domaci deželi .
abc1	diši	kislo zelje	dobro	^ aureč Sfraut fcl ) tuecfet gut , kislo zelje ( dobro diši .
abc1	diši	kislo zelje	dobro	^ aureč Sfraut fcl ) tuecfet gut , kislo zelje ( dobro diši .
abc1	duha	slinove|operh		Skodjive gobe lehko po nosu poznaš ; slinove so , na visokim stebli , operh - liviga duha .
abc1	diši		kosmat|slabo	3 raste za zidovjam po prači visoko , je kosmat ino slabo diši ; ako ga pogledaš , se ti gabi .
abc1	dišave|smrad			Po sapi plavajo dišave , pa tudi smrad , po njej priplava luč ino glas ; kjer sape ni , je večna tihota .
abc1	duhati	Jelenovca		Jelenovca mu dajaj pod nos duhati , med tem pa po zdravnika pošli .
abc1	dišečih	rož|sadja		Ni zdravo v močarnih krajih prebivati , alj pa gnojnico pred pragam imeti , tudi ne dišečih rož alj sadja na okno alj blizo glave dčvati , tudi ne koritov ino smerdlivih pominjakov v hiši terpeti .
abc1	duh	žganopivca	hudi	Nekaki hudi duh žganopivca obseže ; ako ravno rad , ne more svoje navade opustiti , dokler ob pamet pride ino sam sebe ogonobi .
abc1	duh	žganopivca	hudi	Nekaki hudi duh žganopivca obseže ; ako ravno rad , ne more svoje navade opustiti , dokler ob pamet pride ino sam sebe ogonobi .
abc1	vohati	jelenovca		Dergni mu persi ino trebuh z suk - nam alj z kertačami , daj mu jelenovca vohati , alj pa mravi na dlani zmučkaj ino pod nos derži .
abc1	dišečih	rožmarina|rožic .		Crez ene ure jo tovaršice čedno vmijejo , v belo krilo oblečejo , lep diviški venec iz zeleniga rožmarina ji v lase zapletejo , paternoster v roke dajo , pa čeden zvezek dišečih rožic .
abc2	dišav	mire|kadila		Kedar se mu pa konec njegovega življenja bliža , si napravi gnjezdo iz mire , kadila in drugih dišav , ter gre v njo , in se čez nekaj časa spremeni v pepel .
abc2	duh		hudi	Veš , kdo ima nad prevzetnim oblačilom naj veče veselje in dobiček ? Tisti , ki je ljuliko v božje kraljestvo zatrosil ; hudi duh iz pekla , ki nove šege in noše ljudem vdihuje , da bi jih več nesrečnih storil .
abc2	dišeče	kadilo	žlahtno	Tudi temu altarju je podobno Marijno serce , kajti iz žerjavice njene svete ljubezni se je žlahtno dišeče kadilo pobožne molitve in premišljevanja proti nebu povzdigovalo in neprenehoma darovalo .
abc2	dišeče	kadilo	žlahtno	Tudi temu altarju je podobno Marijno serce , kajti iz žerjavice njene svete ljubezni se je žlahtno dišeče kadilo pobožne molitve in premišljevanja proti nebu povzdigovalo in neprenehoma darovalo .
abc2	dišeče	kadilo	žlahno	Koliko gorečih , pobožnih molitev se vsaki dan spred oltarjev , kot žlahno dišeče kadilo pred božji tron vali ! Zmirej so pripravljeni darivni kruhi ali svete hostije tim , ki jih vžiti želijo .
abc2	dišeče	kadilo	žlahno	Koliko gorečih , pobožnih molitev se vsaki dan spred oltarjev , kot žlahno dišeče kadilo pred božji tron vali ! Zmirej so pripravljeni darivni kruhi ali svete hostije tim , ki jih vžiti želijo .
abc2	dišeče	kadilo		Dan za dnevom darujmo na njih Jezusa in sami sebe Bogu Očetu ; radi in pobožno molimo , da se bo tudi iz naših sere dišeče kadilo v božjo čast proti nebu valilo .
abc3	dišavami		sladkimi	Nehote popotnik pade na kolena , scrcc se omehčuje in napaja s sladkimi dišavami zveličane neumerjočnosti , s ktero je Bog glavo svojega ljubljenca , nedolžnega spokornika , ovenčal .
abc3	ne diši			Pride tudi morska bolezen , ki skoraj vsaccga zadene , in takrat ti nobena reč , kar imaš v barki , ne diši ; kar bi pa rad , pa dobiti ni .
abc4	duha|diše		božjega	Kar se jim je namreč čudovito in mogočno zdelo v natori , to vse , so mislili , je delo nekakega posebnega božjega duha , ki diše in živi in dela v tisti reči .
abc4	dišave	cvetlic|lilijo|cvetlicami	prijetne barve	poglavju : „ Kedo ne ve “ , pravi , „ da se veselimo spomladanskih cvetlic , ko tergamo spomladno rožo in lilijo in kar je še mej cvetlicami prijetne barve in dišave .
abc4	dišave	cvetlic|lilijo|cvetlicami	prijetne barve	poglavju : „ Kedo ne ve “ , pravi , „ da se veselimo spomladanskih cvetlic , ko tergamo spomladno rožo in lilijo in kar je še mej cvetlicami prijetne barve in dišave .
abc4	duh		cvetlični prijetni	Da pa glave ne venčamo , prizanesite ; cvetlični prijetni duh zajemljemo z nosom , ne sè zatilnikom ali z lasmi .
abc4	diši	cvetjem|Zima|spomlad		dan prosinca meseca : „ S cvetjem potresite tla , ovenčajte s kitami prage , Zima škerlatasto diši spomlad , bodi leto cvetoče Preden je čas , natora se vdaj posvečenemu dnevi ; Vence na ' grob si marternikov dolžna tudi zemlja * ) “ .
abc4	dišečim	cvetjem		” — Nadalje je tudi razločno povedano , da se smejo posode s cvetjem in dišečim perjem staviti mej svečnike na oltar ; dotične latinske besede ob drugi priliki ! Tudi kamniti ali marmornati „ ciborium “ , kakeršen je v večili cerkvah zlasti v Rimu nad velikim oltarjem , naj se s cvetjem in zelenjem olepša : „ ipsum ciborinm floribns frondibusque ornari poterit .
abc4	dišavo	cvetjem	sladko	Le nekoličko pazljivosti in poterpežljivosti je treba , pa si lahko Izrediš najlepše rastline s prekrasnim cvetjem in sladko dišavo .
abc4	dišavo	cvetjem	sladko	Le nekoličko pazljivosti in poterpežljivosti je treba , pa si lahko Izrediš najlepše rastline s prekrasnim cvetjem in sladko dišavo .
abc5	duh		republikanski	Sploh se poslednji čas republikanski duh vedno bolj širi po Španiji .
abc5	duha		čvrstega	Juriji došel je na Planino , kjer še sedaj trdnega zdravja in čvrstega duha službuje .
abc5	vzduhu		božjem	Kjer so pravi vinorodni kraji , ondu se vinstvo z živinorejo in sadjarstvom niti nadomestiti ne da , kajti živina vender ne živi ob božjem vzduhu in iz vinogradov ne dado se napraviti travniki , sadno drevje pa potrebuje nekoliko let , predno daje dovolj ovočja .
abc5	aromatična|duh	Salicilna ustna voda		716 82 ] Salicilna ustna voda , aromatična , upliva oživlja oče , zapreci ] iokončanjc zob in odpravi silili duh i / , ust .
abc6	duh		republikanski	Sploh se poslednji čas republikanski duh vedno bolj širi po Španiji .
abc6	duha		čvrstega	Juriji došel je na Planino , kjer še sedaj trdnega zdravja in čvrstega duha službuje .
abc6	vzduhu		božjem	Kjer so pravi vinorodni kraji , ondu se vinstvo z živinorejo in sadjarstvom niti nadomestiti ne da , kajti živina vender ne živi ob božjem vzduhu in iz vinogradov ne dado se napraviti travniki , sadno drevje pa potrebuje nekoliko let , predno daje dovolj ovočja .
abc6	aromatična|duh	Salicilna ustna voda	slab	nadstropje « * * * lO < > flBR « > < el Cvet zoper trganje J je odločno najboljše sdia1 ilo zoper nrotin ^ ansr Salicilna ustna voda , aromatična , upliva oživlja oče , zapreči pokončanje zob in odpravi slab duh iz ust .
abc6	aromatična|duh	Salicilna ustna voda	slab	nadstropje « * * * lO < > flBR « > < el Cvet zoper trganje J je odločno najboljše sdia1 ilo zoper nrotin ^ ansr Salicilna ustna voda , aromatična , upliva oživlja oče , zapreči pokončanje zob in odpravi slab duh iz ust .
abc8	zdehalo|vzduhu		po svežem planinskem	Jeduemu medvedu samemu bi se preveč zdehalo po svežem planinskem vzduhu , zato treba tovaršije , kajti „ omne trinuin perfectuin """" .
abc8	ni duha	Bluha		Stojim pa že celo uro , toda ni duha ne Bluha , ne od zajca , ne od mojega psička .
abc8	aromatično	( diiede ) milo ( žajfa )		Hondlardt - ovo aromatično ( diiede ) milo ( žajfa ) v / , ieilid , za olepsanje in popravo kože in ■ kafteon zoper vsaknko nesnage na koži ; v - / apt č .
abc8	dišeči|duh|duhan	Beringniet|k roni|voda		Beringniet ' - jev dišeči k roni ni duh , krasna voda / , a duhan ie in umivanje , ki krepda in .
abc8	dišečo	zolino pasto	ovo	Suina de Botttn - maril ovo dišečo zolino pasto in pred dr .
abc8	dišečo	zolino pasto	ovo	Suina de Botttn - maril ovo dišečo zolino pasto in pred dr .
abc8	duhu	kava	dobrega okiiHH|prijetnemu	je najboljše dletetlčuo redilo « ko zil ni t ni ki h kot , , , izvrt * tmi * - preskušana in po množili bolnikih s spričevali jako priporočana Trnk6czy - jeva hmeljna sladna kava Ul Je dobrega okiiHH I u prijetnemu duhu .
abc8	duhu	kava	dobrega okiiHH|prijetnemu	je najboljše dletetlčuo redilo « ko zil ni t ni ki h kot , , , izvrt * tmi * - preskušana in po množili bolnikih s spričevali jako priporočana Trnk6czy - jeva hmeljna sladna kava Ul Je dobrega okiiHH I u prijetnemu duhu .
abc9	okusom|dišavo	hmeljna sladna kava	dobrim|lepo	— Več se izve pri upravništvu » Slovenca """" ! 22 2 - 1 Za bolne in zdrave je najboljše hranilno sredstvo , slino potrebno za zdravje , priznano od zdravnikov kot „ izvrstno """" in od mnogih bolnikov s sprK - ali n » jtopleje priporočena , Tmk6ezy - jeva hmeljna sladna kava z dobrim okusom iz lepo dišavo .
abc9	okusom|dišavo	hmeljna sladna kava	dobrim|lepo	— Več se izve pri upravništvu » Slovenca """" ! 22 2 - 1 Za bolne in zdrave je najboljše hranilno sredstvo , slino potrebno za zdravje , priznano od zdravnikov kot „ izvrstno """" in od mnogih bolnikov s sprK - ali n » jtopleje priporočena , Tmk6ezy - jeva hmeljna sladna kava z dobrim okusom iz lepo dišavo .
abc10	smrdljivo	vodo		— To je vzrok , da se reveži ne umivajo , ne operejo si svojega revnega perila , da pijejo smrdljivo vodo iz mlak .
abc10	okusom	navadne kave		Najcenejši kraj za nakupovanje otročjih vozičkov , """" » d 537 50 — 39 Neobhodno potrebno za vsako gospodinjstvo je K 33 52 — 32 neipp - a sladna lava z okusom navadne kave .
abc11	duh	zakouskih določb		A Gabršček se je skliceval na razsodbo kasacijskega sodišča , na ministrove besede , na duh zakouskih določb v tem oziru itd .
abc11	duh		aromatična|neprijetni	Trnkoczy - je ¥ a ustna voda aromatična , upliva okrepcujoče , zabranjuje g nj i I o b o zob ter odstranjuje iz ust neprijetni duh .
abc12	dišali		lepo	Kar streslo jo je ! » In pa tudi poljubila si me , dvakrat ali večkrat , za jedenkrat pa prav natanko vem in prisežem , Če je treba ! — In lepo so mi dišali tvoji lasje , prav £ o gosposki ! Potem si si jo pa kar naenkrat izmislila in si zletela , kakor sam lintvern ! « Solze svete jeze , solze obrekovane nedolžnosti so se zasvetile v njenih modrih očeh .
abc12	dišave		gosposke	Toda s hitrim odlokom je skočila v kot po sme - tiščnico , da bi z njo uspešno zavrnila Grogovo strašno natolcevanje ! » Čakaj me no , ti uboga voda ti ! Jaz ti že pokažem objeme in poljube in gosposke dišave in tista prismojena pisma ! Alo , kar ven se poberi l Tvoje pismo , da veš , sem vrgla v ogenj pod piskre , tebe pa vrže moj Janez na dvorišče , ako se ne spraviš sam takoj ven iz kuhinje ! Janez je moj fant ! Po tebi se mi prav nič ne kolče , ki si grši kakor izkušnjava ! Alo , le ven s svojo rdečo kumaro za pet grošev , pa nikoli več te ni treba nazaj , ti gosposka žalost , alo l — « Groga je gledal , kakor zaboden .
abc12	dišečega	peteršiljčka		Le trenotkoma ga je zavedel kup dišečega peteršiljčka in bogato asortirana zaloga salate , da je odmaknil pogled od cvrtja .
abc12	duhtečega		jasnega|toplega|mladostnega|milega	Pretekli dnevi so se mu zdeli kakor nekaj jasnega , toplega , duhtečega , mladostnega , milega , nekaj , kar je zbežalo za večno daleč , daleč strani ! In ko je tako stal na terasi , mu je zasijal kakor iz lahne meglice nje ljubljeni obrazek ; počasi so se dvignili krasni , temni osemci in odkrili lepoto očesa , in zazvenel je glas , dobro znani , sladki glas .
abc12	diši	parfumu		kako moreš pričakovati , da se ti pustim poljubiti , ko ti vender diši še obleka po parfumu one tvoje .
abc12	zaduhlem	zraku|zrak	dobro sveži|čisti svetoivanski	Meščanom pa , ki so vedno v zaprtem , zaduhlem zraku , de kaj dobro sveži , čisti svetoivanski zrak , ki veje s hribov po prijetni zeleni dolini .
abc12	zaduhlem	zraku|zrak	dobro sveži|čisti svetoivanski	Meščanom pa , ki so vedno v zaprtem , zaduhlem zraku , de kaj dobro sveži , čisti svetoivanski zrak , ki veje s hribov po prijetni zeleni dolini .
abc13	vzduhu	smrečjega gozda	balzamskem	No , gospodu Bobku so dajali potrebne snovi za življenje — akti ! Iz aktov mu jc velo nasproti nekaj tako prijetnega , nekaj tako oživljajočega , da so sc mu pri branju in pisanju in prepisovanju teh aktov prsi dvigale visoko in mladostno , kakor se dvigajo bolniku v balzamskem vzduhu smrečjega gozda tik mirnega gorskega jezera .
abc13	vzduhu	smrečjega gozda	balzamskem	No , gospodu Bobku so dajali potrebne snovi za življenje — akti ! Iz aktov mu jc velo nasproti nekaj tako prijetnega , nekaj tako oživljajočega , da so sc mu pri branju in pisanju in prepisovanju teh aktov prsi dvigale visoko in mladostno , kakor se dvigajo bolniku v balzamskem vzduhu smrečjega gozda tik mirnega gorskega jezera .
abc13	dišeče	seno .		Krdelo lepih slovenskih deklet , lic zagorelih od solnca — na glavo so si dele temnordeče robce in si zasuknilc rokave — grabi po sočnatih travnikih dišeče seno .
abc14	dišečega	papirja		V tempeljih so kadili svojim lesenim bogovom se sežiganjem dišečega papirja , na ktei rem so bile spisane molitve .
abc14	smrad		strašen	ja < fi7 Po U nited States Express Co ; je došel sem iz Baltimore zaboj , iz kterega je prihajal strašen smrad .
abc14	smrad		bolj neznosen	Ko je postajal smrad vedno bolj neznosen , odprli so zaboj iu našli v njem truplo kakih 54 let starega moža .
abc15	duh|okus	bobove kave		( lJ KathreinerKneipp - ovo sladno kavo ne rabijo , akoravno je tako dobrodišeča in zdrava kavina pijača ? Ker še vsi ne vedo , ktere velike prednosti ima Kathreiner - jeva kava , katera skozi en ek - strakt bobove rastline duh in okus bobove kave zadobi .
abc15	duhom	bobove kave		Taista toraj združi na neprecenljivi način dobre zdravju delujoče lastnosti domačega sladnega preparata z preljublj enim duhom bobove kave .
abc15	diši	Kathreiner Kneippova sladna kava		Kathreiner Kneippova sladna kava služi posebno za primes k bobovi kavi , diši pa tudi ako se sama pou - žije .
abc15	zeliščni	plučni|kašljev sok|sirup		J plučni in kašljev sok ali zeliščni sirup , prirejen z lahko J .
abc15	zeliščni	sok		p , , ™ j plučni in kašljev sok ali zeliščni sirup , prirejen z lahko A ' ^ 1115 raztvarljivim apnenim železom , utiša je kašelj , raztvarja sliz .
abc16	vzduha		močvirnega	Tudi v teh se poje o ljubavi , spočeti in zasajeni v srca človeška od pamtiveka — a tu ni nič luž , nič močvirnega vzduha ; nad njimi plava visoko čuvarica — jedrna stražarka poštenosti — zvezda danica — vera .
abc17	dišeče	ocetne kisline	neprijetno	| naravni , iz alkohola po vrenju na pravljen , brez primesi nevarne in neprijetno dišeče ocetne kisline , se dobiva pri 714 10 — 9 J .
abc17	dišeče	ocetne kisline	neprijetno	| naravni , iz alkohola po vrenju na pravljen , brez primesi nevarne in neprijetno dišeče ocetne kisline , se dobiva pri 714 10 — 9 J .
abc17	zelišča	cvetja|korenine		Najboljša in najconojsa postrežba za drogve , kemikalije , zelišča , cvetja , korenine itd .
abc17	dišave	ribje olje		tudi po Kneippu , ustne vode in zobni prašek , ribje olje , redilne in posipalne moke za otroke , dišave , mila in sploh vse toaletne predmete , fofografične aparate in potrebščine , kirurgična obvezila vsake vrste , sredstva za desinfekcijo , vosek in paste za tla itd .
abc19	aromatično		krepkega	1 — kilo Hieiljcli « » i * r9 ~ aromatično - krepkega okusa .
abc19	okusa	planinskih zelišč	destiliran|prijetnega	Eckertovažiahtnakupa ( EdelravLte ) ( 871 - 12 ) — Jh « dij etični naravni liker Iz planinskih zelišč , destiliran , prijetnega okusa , želodec krep - čujoč .
abc19	okusa	planinskih zelišč	destiliran|prijetnega	Eckertovažiahtnakupa ( EdelravLte ) ( 871 - 12 ) — Jh « dij etični naravni liker Iz planinskih zelišč , destiliran , prijetnega okusa , želodec krep - čujoč .
abc19	duh	Iflenthol|po kadenju|jedilih	slab	K temu Iflenthol zobna in ustna voda ( tudi zoper zobobol ) , uničuje slab duh po kadenju in jedilih .
abc19	duh	Iflenthol|po kadenju|jedilih	slab	K temu Iflenthol zobna in ustna voda ( tudi zoper zobobol ) , uničuje slab duh po kadenju in jedilih .
abc19	zelišča	cvetja|korenine		Najboljša in najcenejša postrežba za drogve , kemikalije , zelišča , cvetja , korenine itd .
abc19	dišave	ribje olje	redilne	tudi po Kneippu , ustne vode in zobni prašek , ribje olje , redilne In posipalne moke za otroke , dišave , mila in sploh vse toaletne predmete , flotoarraflene aparate in po - ( reliseine , klrurglčna obvezila vsake vrste , sredstva za deslnfekcijo , vosek In paste za tla itd .
abc19	dišave	ribje olje	redilne	tudi po Kneippu , ustne vode in zobni prašek , ribje olje , redilne In posipalne moke za otroke , dišave , mila in sploh vse toaletne predmete , flotoarraflene aparate in po - ( reliseine , klrurglčna obvezila vsake vrste , sredstva za deslnfekcijo , vosek In paste za tla itd .
abc20	smrad	sir|gnoj	hudičevi	Škofjeloške mlekarno gospodarstvo bode v tem oziru blagodejno upli - valo v škofji Loki in v okolici — narod bode končno vendarle spoznal , koga naj se varuje ! Iz mlekarne vozijo kmetje dan na dan usmradeni sir na svoje njive in zatrjujejo , da je sicer dober gnoj , da se pa voza ta hudičevi smrad cel teden drži .
abc20	smrad	sir|gnoj	hudičevi	Škofjeloške mlekarno gospodarstvo bode v tem oziru blagodejno upli - valo v škofji Loki in v okolici — narod bode končno vendarle spoznal , koga naj se varuje ! Iz mlekarne vozijo kmetje dan na dan usmradeni sir na svoje njive in zatrjujejo , da je sicer dober gnoj , da se pa voza ta hudičevi smrad cel teden drži .
abc20	aromatično		krepkega	1 ' — kilo , , ] % ' eils ; Iiei * ry aromatično - krepkega okusa .
abc20	zelišč|okusa	liker|planinskih	destiliran|prijetnega	Eckertova žlahtna kupa ( Edeliaute ) ( 871 — 11 ) — dij etični naravni liker iz planinskih zelišč , destiliran , prijetnega okusa , želodec krep - cujoč .
abc20	zelišč|okusa	liker|planinskih	destiliran|prijetnega	Eckertova žlahtna kupa ( Edeliaute ) ( 871 — 11 ) — dij etični naravni liker iz planinskih zelišč , destiliran , prijetnega okusa , želodec krep - cujoč .
abc20	brez duha			FRAN CHRISTOPH - ov svetli lak za tla je brez duha , se hitro suši in dolgo traja .
abc20	ne diši		neprijetno	Christoph - ovo zrcalno svetlo voščilo za trde parkete , najboljši vpuščevalni izdelek , se ne prileplja po vporabi , ne diši neprijetno ; doseže se z njim lepa zrcalnosvetla tla .
abc20	zelišča	cvetja|korenine		Mi Važno ! z « Važno ! gospodinje , trgovce , živinorejce - Najboljša in najcenejša postrežba za drogve , kemikalije , zelišča , cvetja , korenine itd .
