Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	smrad|duh		hudi|čudni	In vender si mora skerben gospodar prizadevati , spraviti ? ali hudi smrad kakošne gnjijoče kace iz zraka vsako pest klaje , posebno v slabih létih < 1 k do postergati ? brimu oberniti , če noće dragiga sená na somnji odpreti , zapoditi ? Kar je tedej ali čudni duh iz izbe , brez okinj in vrat kupOVati , iv i at ou t i / aoiii tv / inu uuui « vit 01 iiivia v vinu , u r > i a n c v uj cm , uiczt uc ui tedej po primeri živine in dobička , kiga čez zimo človeška vednost ali umetnost umela ali od nje dobiva , in po primeri svojiga premoženja viti , in vse sredstva obstoje dosihmal le v ošémanji ki se še včasih težko dobi .
abc1	duha|duha	vinu	neprijetniga|neprijetniga	On taciga neprijetniga duha si mora v vinu , ostane v njem , brez de bi se dozdanja odpra - ga za m ugla skerbno prizadevati , de bo tudi slamo in slabji taciga neprijetniga duha r • V • ▼ f § i # i """" ■ PV l « v « .
abc1	duha|duha	vinu	neprijetniga|neprijetniga	On taciga neprijetniga duha si mora v vinu , ostane v njem , brez de bi se dozdanja odpra - ga za m ugla skerbno prizadevati , de bo tudi slamo in slabji taciga neprijetniga duha r • V • ▼ f § i # i """" ■ PV l « v « .
abc1	diši		bolj	De mu bo pa združiti , ki bolj diši kakor plesnôba , in jo tedej osémi živina slamo in slabji seno rada jedla , ju mora ali zagerne Mnoge same na sebi , ali v marsikterih z bolj sati .
abc1	duh		vinski	Clovekov vina navajeni nos terj a od nje ^ a lo vinski duh 9 in vsak drug mu v vinu smerdí .
abc1	dišeče		neprijetne	Ako bi mogoce i v , i a u u u i u Mi * iji * vy ^ v / i kJ luu i n p i u o j in | xiau ui uiu ^ u napravi bo tudi dobre piče vajena živina dosti - bi vso plesnôbo in 1 1 • t f « 1 * ■ v * ï 1 ' r v v # bilo 9 druge tako ošemljivo reč znajti , ki neprijetne dišeče ali smer - krat nar slabji seno in slamo rada žerla .
abc1	duha		slabiga	uvj se ogeršičnih pres na dan po dva ťunta zrezanco dobro poskerbé in se prepricajo , de ne bo slabiga duha Molznim kravain živica pripo rociti : de popred ko vino v kako posodo spravijo nei zmešanih daje ; jalovkam po 3 , volám pa po 4 do 5 imela .
abc1	duh		hud	Akoravno se ne da hud duh iz vina , se pa vender kterih so lani začeli cio da iz soda , ce ne drugači , saj vender z vodó živiga kruh péči , so po mnogih skušnjah tečna pica živini , apna ( Kalkmilch ) gotovo odpraviti , ktero , ako se sod funtov .
abc1	duh	apnjena voda	zopčrni	iw , » vwxvr , ml Kér se sedej ogeršične preše po taki ceni , večkrat povalja in okoli na vse kraje obèrne kot srednje seno plačujejo , bi bilo práv , če 9 se 9 de gre apnjena voda po vsim bo zopčrni duh , to je , vso naši kmetovavci te klaje práv poprijeli .
abc1	duh	apnjena voda	zopčrni	iw , » vwxvr , ml Kér se sedej ogeršične preše po taki ceni , večkrat povalja in okoli na vse kraje obèrne kot srednje seno plačujejo , bi bilo práv , če 9 se 9 de gre apnjena voda po vsim bo zopčrni duh , to je , vso naši kmetovavci te klaje práv poprijeli .
abc1	duha		neprijetniga	Zakaj kdor plesníno pa tudi trohljino gotovo odjelo , de vino v njem svoji živini préš perdaja , si bo z vsakim funtam ne bo vec neprijetniga duha dobilo .
abc1	duh	po pl|f vinu		Po svetu Bierkovskimu so jeli v Berolinski more biti praviga sredstva duh po pl ali troh • f vinu odpraviti .
abc2	duhteča	lipa	krasna	Alj se bo njih sovražno serce toplotvornim glasam teh pesmic odperlo ? Alj bojo hotli poslušati preroške besede vejčice , ktera takole govori ; ^ Poglejte me , kako sim krasna in duhteča ! Na ledini , o časih nevihte in borje , me je slovenska lipa rodila .
abc2	duhteča	lipa	krasna	Alj se bo njih sovražno serce toplotvornim glasam teh pesmic odperlo ? Alj bojo hotli poslušati preroške besede vejčice , ktera takole govori ; ^ Poglejte me , kako sim krasna in duhteča ! Na ledini , o časih nevihte in borje , me je slovenska lipa rodila .
