Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	Dišim|diši|dišati|dišal|dišan			Dišim , diši ' , dišati , dišal , dišan .
abc2	dišeče	cvetlice	lepo	Kako lepo je 7 če se nič ne pogubi ; ne pridela cez 45 , 000 centov , sarstvu leto in dan čidel more porabiti za druge obertnijstva in dnar Pa tudi zvonové so zaceli delati iz takega zeleza , ktero kakor smo gori rekli se ve - gaj natura sama tudi vse hrani in ohrani , ki iz gnoja zopet lepo dišeče cvetlice rodi ! Na cunje beraške obleke piše sopet učeni gospod in cesar sam .
abc2	dišeče	cvetlice	lepo	Kako lepo je 7 če se nič ne pogubi ; ne pridela cez 45 , 000 centov , sarstvu leto in dan čidel more porabiti za druge obertnijstva in dnar Pa tudi zvonové so zaceli delati iz takega zeleza , ktero kakor smo gori rekli se ve - gaj natura sama tudi vse hrani in ohrani , ki iz gnoja zopet lepo dišeče cvetlice rodi ! Na cunje beraške obleke piše sopet učeni gospod in cesar sam .
abc3	diši	mazilu		Bilo je lepo jutro veliciga travna , solnce prisije in pozlati log in polje , od milih solnčnih žarkov obsijane , posamec stoječe hišice neke vasice se prijazno svetijo , v rosnih kapljicah kakor v zerkalu miglja rumeno solnce po travi , kolikor kapljic toliko soln - čic ; vse se bleši , vse leskeče ter diši po nar bolj dragim mazilu ; veseli prebivavci v zraku pa dobrotnimi ! Stvarniku v sto in sto gerlih juterno pesem prepevajo .
abc4	vonjam|vonjavo			— — — - 10 * Violčici ! Ko viiii to oko presrečno , Le tebe samo občuduje ; Ko vonjam še vonjavo lečuo , Veselja srce poskakuje .
abc4	vonjavo|vonjavo	rožea	rajsko	V samoti si violca stala Ponižno glavco pobesib ' , Z vonjavo svet napolnevala , Z vonjavo rajsko , rožea inila ! Ak tuga mi je srce vila , Podal sem se le med gredice , Odgnana bila vsa je sila Alj dans — ne najdeni krasotice .
abc4	vonjavo|vonjavo	rožea	rajsko	V samoti si violca stala Ponižno glavco pobesib ' , Z vonjavo svet napolnevala , Z vonjavo rajsko , rožea inila ! Ak tuga mi je srce vila , Podal sem se le med gredice , Odgnana bila vsa je sila Alj dans — ne najdeni krasotice .
abc4	dišijo	Cvetice	Prijetno|Prijetno	( ! » etice Prijetno spomladi Po kitnej livadi Cvetice stoje ; Prijetno dišijo Nam razveselijo Okč in srce .
abc4	dišijo	Cvetice	Prijetno|Prijetno	( ! » etice Prijetno spomladi Po kitnej livadi Cvetice stoje ; Prijetno dišijo Nam razveselijo Okč in srce .
abc4	dišeče	Cvetice		Cvetice dišeče Dekleta cveteče V mladosti ste vi ! Tovsod zaželjene ] Povsod obljubljene .
abc4	dišeče	cvetke		Krilate sanje nesejo milo deklico pod večno zoro , v zlati raj ljubezni , kjer jej angeljci strežejo in po poli dišeče cvetke trosijo ! Kje neki neeoj revni Martin spi ? — Drugo jutro napoči .
abc4	diše	domači zrak		In zdaj , zdaj , ko je klic miru do neba donel , kaj bi mu moglo slajšega biti , kot besede : „ Vrni se v svojo domovino ' ? Oj da hi mu mogoče bilo , bregove in doline v enem dnevu — v enej uri prekoračiti — da bi skoraj domači zrak dihal , kterega tudi ona diše ! Kako rado bi zvedil , je li se jej dobro godi , je li zdrava in srečna ? Pa pot je bila dolga in težka , in več mescev je prešlo , preden je mogel svoje brate Slovence na obrežju deroče Drave spet viditi .
abc4	duha		slovanskega	V narodnem obziru so Osiečani še precej zaostali v razmerju z drugimi Jugoslovani , ker nimajo nobenega slavjanskega druživa razun „ Casine """" , ktera ima tudi prav malo slovanskega duha .
abc4	diši	rožo		— Vsaki si tam rožo uterga , kjer mu diši .
abc4	ne smrdi|ne diši			— Kjer nič ne smrdi , nič ne diši .
abc5	duh		hudi	Že se je z desno roko za plot prijel , pa na nagloma obstoji — ne kradi , je zavpila vest v njem , in kator bi ga bil hudi duh že za vrat deržal , odterga se s silo , in hitro v svojo nizko hišico beži .
abc5	diši		britko	Še drugo plačilo nam je Bog na tem svetu odločil , ki nam sicer v časih zelo britko diši , ktero je pa toliko imetnejše .
abc7	Diši|diši|diši			„ Diši , diši , — diši mi kerščena duša ! """" vsklikne grozovito .
abc7	Diši|diši			"""" """" — „ Molči ! """" jezen zakriči velikän , „ znam , kaj je ! Diši , diši mi kerščena duša ! """" — Bekši vstane ter se vohajöö oberne k postelji .
abc8	dišav		prijetnih|neprijetnih	Njegova štacuna je godlja ¥ seh prijetnih in neprijetnih dišav in navlečena odprtih zabojev , kakor da bi bili nalašč nastavljeni kupovalcem pod nos .
abc8	pekoča	voda		Ne le , da se pri njih dobiva v štaeuni tako izvirno blago za dva nova , imajo še zadej za štacuno posebno luknjo , v kteri se ta s špiritom zalita pekoča voda toči in pije .
abc8	duh		tuj	Oni so kolikor toliko tiste cevi , po kterih se še zmiraj pretaka tuj duh v naše duševne posode .
abc8	diše	Domači pridelki		Domači pridelki jim diše le , če se že naprej vidi , da bo polovico dobička ali nemara še več ko ves njim ostal ; pri tujih izdelkih pa nimajo tako tanjke vesti .
abc8	duha		krotkega|burnega	Svojim odgojencem je dober ali pa hud oče , kakoršnega so vredni po njegovih mislih , duha krotkega ali pa burnega ; navadno se to ravna po rojstnem kraji ali po - litični veri .
abc8	duhu	meščobi		Pre - objesti se ti je v taki gostilnici težko , bo prej mošnjiček tvoj prazen , nego želodec poln , ako se ti po kaki pusti meščobi ali kakem drugem duhu no zapahne grlo .
abc8	duh		neprijeten	Mize niso pogrnjene , ali če so , vsaj z umazanim ali strganim perilom , stoli okorni , tla nesnažna , duh neprijeten .
abc8	zaduhel|smrdljivim|dišavami	zrak|špiritom|tobakom	nečeden|temen|prekajen	Brlog tega moža , kteremu tudi pravijo » šnopsarija """" , je nečeden , temen , zrak v njem zaduhel , prekajen s špiritom , smrdljivim tobakom pa še z drugimi dišavami , mize tožke in površno tesane , stolov malo , večidel klopi , po mizah ni kruha , žveplenk , soli in popra itd .
abc8	zaduhel|smrdljivim|dišavami	zrak|špiritom|tobakom	nečeden|temen|prekajen	Brlog tega moža , kteremu tudi pravijo » šnopsarija """" , je nečeden , temen , zrak v njem zaduhel , prekajen s špiritom , smrdljivim tobakom pa še z drugimi dišavami , mize tožke in površno tesane , stolov malo , večidel klopi , po mizah ni kruha , žveplenk , soli in popra itd .
abc8	duh	voda|špirit		Pijača , ki se jim daje , ima različna imena , pa jo le voda in špirit , morda je še kakega cveta kaj v nji , da jej da duh , po kterem se razloči .
abc8	ne diši	kava črna voda		Pijača v taki kavarni jo dobra , če je ne piješ , kava črna voda , ki ne diši po nikomur , druge pijače pa take , da te kar na mestu ali vsaj drugi dan mora glava boleti , če jo le imaš .
abc8	diši	kruh		Le to bodi še Omenjeno , da Jej kruh slovenski pri vsem tem prav dobro diši , o hvaležnosti za - nj pak ni nobenega govorjenja .
