Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	duha		nečistiga|hudobni	) Sveti Atanazi pravi , de ni nobene boljši pomoči zoper skušnjave , kakor je post , rekoč : - Kdorkoli je nadležvan od nečistiga duha , in to zdravilo , namreč post rabi , bo hudobni duh hitro premagan zbe - zal .
abc1	duh		keršansko|katolški	Tako tukaj , tako se je godilo na Ogerskim , na Francozkim , Španskim , v Švajcu 1847 , in noben ne bo terdil , de je bil to keršansko - katolški duh , ki je I .
abc2	vonjavo		čarodejno	Mož se čuti vrlega narodnjaka ter je bistra glavica , misliti si je treba tedaj kaj druzega Ko si to ali uno storil , pojdi k narodu na pri - liko • ) J ^ v - - - J - - - J — - , « « ^ ivsuv / da nosi v žepu kako čarodejno vonjavo , s ktero sam sebi gOCe .
abc2	duh		živi|slovenski	Nosila je , na priliko , pliberška zastava napis : „ Živela Slovenija ! """" ka - peljska : „ živi , živi duh slovenski ! """" ; soeška : „ Zbudimo se ! """" — Vreme je bilo ves čas taborovanja in celi večer prav prijazno , čeravno se je popoldan že napravljalo na hudourje .
abc3	ne diši	tabaka	slabo	Jfc < jJET * C a c h o u a r o in a t i s e za to , da ne diši slabo iz n - t po puhanji tabaka , po jedi , vinu , pivu ali družili močnih pijačah ; neobhodno potreben , kader se ima iti v olikane družbe , v gledišče , na ples , v salon itd .
abc3	ne diši	tabaka	slabo	Jfc < jJET * C a c h o u a r o in a t i s e za to , da ne diši slabo iz n - t po puhanji tabaka , po jedi , vinu , pivu ali družili močnih pijačah ; neobhodno potreben , kader se ima iti v olikane družbe , v gledišče , na ples , v salon itd .
abc3	duh		neprijetni	Vsaki krat kader ne hoče ta pripomoček rabiti , vzame in zveči so ona kroglica ( pila ) , in neprijetni duh je zginil .
abc3	smrdi	Aromatična ustna voda		Aromatična ustna voda , izvrstno in obče priljubljeno sredstvo , kedar zobje bole , gnjijii , ali iz ust smrdi .
abc3	vonjava	robce|perilo		ss - bo ! iquet , jako lina vonjava / a robce in perilo sploh .
abc3	vonjavo	Najlioeji pečatni vosek		Najlioeji pečatni vosek z vonjavo , redeč po kr .
abc4	ovohal	mačko		Ker je bistre glave in zvit — to sklepa gospod Vohun iz tega , ker je tako hitro ovohal mačko v njegovem žepu 8 § | ne more biti drugače , ko da bo v državni službi napredoval , bolj in prej napredoval , ko oni bledolični Alfred , ki je sicer dobre , s predsednico znane rodovine , a tudi dosti puhle glave in zabit , da bi nikdar ne mogel razločiti , kteri stavek je v kakem časniku nevaren vsi državi , kteri ne .
abc4	smrdi|duh	mačka	mrtvaški	Tudi bo treba suknjo malo prezračiti , ta vražja mačka že zelo smrdi in je pustila v moji suknji mrtvaški duh .
abc4	smrdi|duh	mačka	mrtvaški	Tudi bo treba suknjo malo prezračiti , ta vražja mačka že zelo smrdi in je pustila v moji suknji mrtvaški duh .
abc4	dišati		čudno	Bog ga spremi ! Radovednost pa me vender - le tare , kam je dal mačko in ali bo ta žival , ki mora zdaj že čudno dišati , prišla še kdaj na dan .
abc4	duh		hud	„ Ne vem , Milost , “ pravi , „ kaj je to ! V omari , kjer je shranjen plašč in šticelj , je nekako hud duh .
abc4	duh		čuden	„ Ne — ne , “ pa sopiha ' gospa predsednica , „ prej poglej , kaj jev omari , ki žene tak čuden duh po sobi .
abc4	diši	koža	čudno	Vzame tedaj šticelj v roke in gré ž njim proti gospej predsednici nadaljevajoča : „ Kako je lito ? Ali koža tako čudno diši ? Pa se mi tudi malo težji zdi .
abc4	diši	koža	čudno	Vzame tedaj šticelj v roke in gré ž njim proti gospej predsednici nadaljevajoča : „ Kako je lito ? Ali koža tako čudno diši ? Pa se mi tudi malo težji zdi .
abc4	diši|duha			„ Res , da že zelo diši , “ pravi zopet Milko , ko to zapazi , „ a mislim , da se vi takega duha ne vstrašite .
abc4	dišala	mačka		„ To je tista mačka , ktero sem jaz v žepu imel , pri moji veri ! Samo da takrat še ni tako dišala .
abc5	dišeče	cvetlice		Peter , Ivanko in Jélica , cvetoči najemnikovi otroci , gredó lepega pomla - danjskega dneva na travnik , kjer so tergali dišeče cvetlice in je pletli v krasen venec .
abc5	vzduha	zraka	prijetnega	Veselili so se prijetnega vzduha ( zraka ) okolo sebe , ker nedolžno , pošteno serce tudi male naravne darove prejémlje z veseljem in hvaležnostjo .
abc5	vzduha	zraka	prijetnega	Veselili so se prijetnega vzduha ( zraka ) okolo sebe , ker nedolžno , pošteno serce tudi male naravne darove prejémlje z veseljem in hvaležnostjo .
abc5	dišeče	cvetje		"""" Tu utegneš malo sesti v prijetno senco mej dišeče cvetje , da se okrepčaš tam z dobrimi jedili gospodinje Peternéljke .
abc5	diši		zoperno	Njegovo meso niti druge živali nehté jesti , menda zato , ker zoperno diši .
abc6	zelišča|smrad	cvetlice		Cele ure plavajo zbrane črede ter lovijo cvetlice in zelišča , plavajoče po že smrad - ljivi vodi .
abc6	diši	Jabelko|cimet|klinčki	močno	Jabelko močno diši , kakor cimet in klinčki .
abc6	diši	Jabelko|cimet|klinčki	močno	Jabelko močno diši , kakor cimet in klinčki .
abc7	dišaven|aromatičen	dub	Odličen|močen	Odličen pri tej sorti je močen dišaven , aromatičen dub , po kterem med drugim jabelnim sadjem slovi .
abc7	dišaven|aromatičen	dub	Odličen|močen	Odličen pri tej sorti je močen dišaven , aromatičen dub , po kterem med drugim jabelnim sadjem slovi .
abc7	dišaven|okus	Meso	rumenkasto|sočnato	Meso je rumenkasto zelo sočnato in ima dišaven , ananasu enak , okus .
abc7	dišaven|okus	Meso	rumenkasto|sočnato	Meso je rumenkasto zelo sočnato in ima dišaven , ananasu enak , okus .
abc7	dišavnega okusa		sladkovinskega	Zavoljo nježnega sladkovinskega dišavnega okusa je sad cenljiv za na mizo in za gospodarstvo .
abc8	smrdi	gostilnic		Nekega večera sedim v gostilnici — ne v čitalnični , ker izmed vseh ljubljanskih gostilnic je edina ta , ki gospodu stotniku smrdi — kar stopi vojaških korakov v sobo in komaj je sedel , že prične zmagovalnega glasu : , , No , Črnogorci so pa dobili po hrbtu , he he 1 """" — » Kar jc tem večje junaštvo , ker še vas ni bilo med Turki , """" rečem jaz in nadaljujem : , .
abc8	duh	razpora	hudi	A kakor ru - joveč lev brez odloga preži , koga bi požrl , tudi hudi duh razpora nima miru in pokoja .
abc8	duh	razpora	hudi	A kakor ru - joveč lev brez odloga preži , koga bi požrl , tudi hudi duh razpora nima miru in pokoja .
abc8	duh|smrdi		hudi	Dopisun — o kterem trdijo nar veljavniši TržiČanje , da ni domačin — pisec turškega lista iz Tržiča jc razpora hudi duh , ki kaže v skozi in skozi lažujivem dopisu , da mu smrdi , kar je pravičnega , verskega katoliško - cerkve - nega .
abc9	duhala|vonj	cvetje		Milo se je Elisabeta nasmehnila , vzela cvetje , duhala njega vonj in ginena pristavila : » Marko , veselite se z veselimi ! Meni tega ne dopušča » san Antonio """" , — in pokazala je na nedoveršeno sliko v kotu , — » in glejte , tam me čaka tudi nagajivi Amor """" ! — In skoro , da se je nagajivo nasmehnila .
abc9	duh|duh|vonjem|dihom	cvetic	Klasičen|nesmerten	Klasičen duh , nesmerten duh , ki dela čuda in ustvarja pravo življenje , vel je tù po tej krasnej dvorani mej vonjem in dihom vseh teli rahlih cvetic in teh čudovitih germičkov , ki se blesté v bliščobnih dragocenostih .
abc9	duh|duh|vonjem|dihom	cvetic	Klasičen|nesmerten	Klasičen duh , nesmerten duh , ki dela čuda in ustvarja pravo življenje , vel je tù po tej krasnej dvorani mej vonjem in dihom vseh teli rahlih cvetic in teh čudovitih germičkov , ki se blesté v bliščobnih dragocenostih .
abc9	dišala	jed|voda	zdrava	Delati se tiči , da boš zdrav ostal in čverst , jed ti bo dišala in zdrava voda , starost boš doživel , kakor Meta , teta tvoja """" """" .
abc9	dišala	jed|voda	zdrava	Delati se tiči , da boš zdrav ostal in čverst , jed ti bo dišala in zdrava voda , starost boš doživel , kakor Meta , teta tvoja """" """" .
abc9	dišeče	rožice		Po vseh krajih se še potikajo te dišeče rožice in čakajo vertnarjeve roke , da jih presadi v gosposki vert .
abc10	duh	katranov	neprijeten	Nekteri tudi dilje na spodnjem delu s katranom pomažejo , vendar pa je katranov duh v sobi neprijeten .
abc10	duh	katranov	neprijeten	Nekteri tudi dilje na spodnjem delu s katranom pomažejo , vendar pa je katranov duh v sobi neprijeten .
abc10	smrad	kobilic	strašen	V sedemnajstem stoletji teb neprijetnih gostov menda ni bilo mnogokrat k nam , ker jih takratni pisatelji ne omenjajo , le ptujska kronika nam ve povedati , da je v Ptuji zavoljo gnjilih kobilic , ki so razširjale strašen smrad , navstala 1 .
abc10	smrad	kobilic	strašen	V sedemnajstem stoletji teb neprijetnih gostov menda ni bilo mnogokrat k nam , ker jih takratni pisatelji ne omenjajo , le ptujska kronika nam ve povedati , da je v Ptuji zavoljo gnjilih kobilic , ki so razširjale strašen smrad , navstala 1 .
abc11	diše	sadja|hruševih sort	prijetno	To dvoje sadimo navadno zavoljo njihovega prijetno - diše - čega sadja in pa zavoljo podlag pritlikavcem in špa - lirjem žlahnih hruševih sort .
abc11	diše	sadja|hruševih sort	prijetno	To dvoje sadimo navadno zavoljo njihovega prijetno - diše - čega sadja in pa zavoljo podlag pritlikavcem in špa - lirjem žlahnih hruševih sort .
abc11	okusa|duha	Surovo maslo|smetane		Surovo maslo iz modre smetane , katero je brez posebnega okusa ali duha , ni modro in tudi sir iz modrega mleka narejen ima naravno barvo .
abc12	vonjavo		omamljivo|prijetno	In — stale so pred njim tako krasne rožice , da se jih ni mogel nagledati , ter so napol - njle vso hišo z omamljivo — prijetno vonjavo .
abc12	diši		slastno	Indirektno , rekli bi , da služi hudiču , pa ne sam , temuč Še nekateri drugi tržaški umazani časopisi , ki Veneri služIjo , da le svojim bralcem kaj okusnega pred oči postavljajo , objavljajo razne nesramne popise , smešnlce ( ako se taka čenčarija smešnica zvati more ) , in drugo , ki verni čut ljudstva draži in žali , ki pa jetičnim laškim prebrisanim pohčetom slastno diši .
abc12	smrdljivi	sapi		Ta baliam bogat na delajočih snovih kineške robar - bare , katera korenika je poznana zarad njenega ugodnega upliva na prebavljene ni čiščenje , je zanesljivo sredstvo proti težavam v želodcu odvisnim od slabega preb ivljanja ; zato pa ga vsi strokovnjaki in zvedenci priporocujejo proti nejeSčnosti , zabasanju , smrdljivi sapi , gnjusu , riganju , bacanju , proti hemoroidalnem trpljenju , zlatenci in vsakej bolezni v Črevesju .
abc13	vonja	hiirre		Rihltf * nlin nnr > vi < > I monnr * hiirre , ki vonja W1 .
abc13	Dišeča	glicerina ffSkgST .		Dišeča glicerina ffSkgST .
abc14	duh		hud	Kaj bi bilo še le po leti o vročini , ako je že zdaj tako hud duh .
abc14	smrdi		močno	"""" — Na Ogerskem je res marsikaj gnji - lega , na poštah pa že močno — smrdi .
abc15	diši|duhom|duh|duha		ruskim|ruski|ruskega	Ko pride ta v sobo , reče : „ Kaj pa diši tu z ruskim duhom ? """" Devica odgovori : „ Kako bi prišel ruski duh semkaj ! Po ruskej zemlji si letel , ruskega duha si se navzel ! """" Zmaj reče : „ Silno sem se utrudil , poišči mi po glavi ! """" in leže na posteljo .
abc15	dišave		prijetne ne	Lepòte ni , prijetne ne dišave Kraljica si planinska ti , planika ! Podaril cvetki vsemogočni Bog , Časti in ljubi te nižave sin ; Vender je najti sredi ni dobrave , Marsikaterega Človeka mika Napoljih , travnikih okrog in krog : Odtrgati vrh skalnih te pečin .
abc15	zavohajo	pečenko		Komaj zavohajo šakalji nastavljeno jim pečenko , vže se zbirajo od vseli strani okolo dobre južine .
abc16	smrdi|smrad			Naj smrdi , kolikor hoče , denarja se njegov smrad nič ne prime in to je poglavitna reč , mislili so si socijalni demo - kratje in so segli Židom v roke , ki so bile z zlatom okovane in s papirjem preoblečene , na kterem se je videla cesarska podoba .
abc19	diši	povest	močno	Vsa ta povest diši močno po romantiki .
abc19	diši	povest	močno	Vsa ta povest diši močno po romantiki .
abc20	ne diši			Slovenščina jim ne diši , kajti jo da so to dovrši v 8 .
abc20	ne diši|smrdi	tobak|tobak|avstrijski tobak		Ko se je jelo govore slovenski okoličani tržaškega mesta ; pa stare , lesene stopnice podirati , poka - kakor jim ne diši tobak zato , ker je tobak , zalo se je , da so bile te stavljene na zelo a smrdi jim zato ker je avstrijski tobak , slabej podlagi , in bilo je treba čeloma Ako bi imela italijanska vlada tobačni podreti nekatere zidove predno so se jele monopol * Avstriji , gotovo bi jim ne staviti nove , kamenite stopnice .
abc21	dišalo		slastno	umrlega gospoda Fošnei ^ a se bere , kako slastno jim je dišalo , če so kje kaj dobili .
abc21	duh		protinski	OSE ? """" Tudi se dobiva v tej lekarni in po pošti pri pro - tiim in revmatizmn gotovo delujoči protinski duh , steklenica a 80 kr .
abc22	Vonj|voh	(		Vonj ( voh ) .
abc22	diši	Roža		Roža diši .
abc22	diše	cvetice	lepo	Katere cvetice lepo diše ? Hren je hud .
abc22	diše	cvetice	lepo	Katere cvetice lepo diše ? Hren je hud .
abc22	vohamo|vonj|voh	(		Z nosom vohamo ; imamo vonj ( voh ) .
abc22	začimbe	sol|sladkor|poper|cimet|muškatov oreh		Juhi in drugim jedilom pridevajo se začimbe , kakor : sol , sladkor , poper , cimet , muškatov oreh i .
abc22	duh		oster	Jakec knjigovez postal bi , Kleja duh je oster ; Komaj začne , že od dela Prepodi ga mojster .
abc22	dišečimi	cveticami		« Pač je lepo , med dišečimi cveticami delati ! » Oče so ga dali vrtnarstva učit .
abc22	diše	Meso|slanina|klobase	dobro	Meso , slanina , klobase ji kaj dobro diše .
abc22	diše	Meso|slanina|klobase	dobro	Meso , slanina , klobase ji kaj dobro diše .
abc22	Duhteče	rože		Duhteče rože , vinsko trto , grozdjiče , malinjak in drugo grmovje osnaži in obreze .
abc22	diše|duhte	vrtne cvetice	lepo	Katere vrtne cvetice najpred cveto ? Katere lepo diše ? Katere ne duhte ? Katera so vrtna drevesa ? 45 .
abc22	diše|duhte	vrtne cvetice	lepo	Katere vrtne cvetice najpred cveto ? Katere lepo diše ? Katere ne duhte ? Katera so vrtna drevesa ? 45 .
abc22	povohati	slanino	dobro	Ne boste me ujeli ne ! — Pa povohati dobro slanino vender smem ; nosek še ne more iz - prožiti pasti .
abc22	povohati	slanino	dobro	Ne boste me ujeli ne ! — Pa povohati dobro slanino vender smem ; nosek še ne more iz - prožiti pasti .
abc22	povoha	slanino		Varno povoha slanino .
abc22	diši	meso		V starosti mi pa bolj diši meso .
abc22	diše		dobro	Tudi moje tace lovcem dobro diše .
abc22	diši		lepa|prijetno	« Kako je lepa , kako prijetno diši ! » Mlada srnica pozabi nevarnosti .
abc22	Vonj|diši	berila (|)|Boža		berila ( Vonj ) prvih 8 stavkov in na konci vsacega stavka naznanite s številko , koliko besed ima ! [ Boža diši .
abc22	Vonj|voh	(|)		6 Vonj ( voh ) .
abc23	smradu		skrajno neprijetnega	Kadar sapa proti mestu potegne , vselej donaša skrajno neprijetnega smradu .
abc23	smrdljiva|vzduh	tekočina		Kosti neso razkužene in dovažajo se v takem stanji , da se kar od vagonov cedi in smrdljiva tekočina kuži vzduh .
abc23	diši	slanina|obleka|vino		Najbolj jim diši slanina , obleka in vino .
abc24	vohaš	cvetlice		Cvetlice , ako si ' z njimi okinčan , tvoje veselje bo kmalu minulo ; če vidiš lepe cvetlice , veliko veselja v življenji ; če dobiš cvetlice v dar , častno , pošteno življenje ; če cvetlice sadiš , bodeš kaj dobrega storil ; če cvetlice nabiraš in vezeš , v kratkem se bodeš poročil ; če imaš cvetlice in jih vohaš , pomeni , v spomladi in poletji veselje in srečo , v jeseni in v zimi žalost , če so pa rudeče , smrt , 12 , 40 , 84 , 85 .
abc24	zelišča|vohati	česen	podobna	česen ali podobna zelišča videti ali vohati , prepir , razkritev skrivnosti , — trgati ■ ali kupiti , z judi ali Židi občevati ; — jesti , nečistost , 3 , 32 , 86 .
abc24	zelišča|vohati	česen	podobna	česen ali podobna zelišča videti ali vohati , prepir , razkritev skrivnosti , — trgati ■ ali kupiti , z judi ali Židi občevati ; — jesti , nečistost , 3 , 32 , 86 .
abc24	Dišave|dišati			Dišave , po njih dišati , čast in imenitnost , 30 .
abc24	Dišave vohati			3 - 34 — Dišave vohati , časti doseči , bogastvo si pridobiti , 36 .
