Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	okus		neprijeten	Nar slabeji so pa lesene zato , ki se ne dajo čisto cediti , mleku neprijeten okus dajo , ter store , de se rado zagrize .
abc2	duh	bor|brin|brun		ber , bob , bor , brin , brun , dar , dno , dob , duh , dvor , 4 26 gnus , grah , grom , liram , hleb , hči , ll , jug , kri , klet , kmet , knez , koš , kov , kralj , laž grez , lun , dlan , gnal .
abc2	duh	( Jasica|di hur		dojivnice : mračnik , na to pir , jež , sta kor , kert , med ved , ja ¬ zbec , smer duh ( Jasica ) , di hur , kii na , vi dra , pes , volk , le si ca , mac ka , le ve ri ca , polh , miš , pod - ga na , zaje , pra sec , konj , d sel , je len , ser nak , ko za , ov ca , vol , dam jek ; 2 .
abc2	dišale	belka	jako	Dobro se je Petru zdelo , de so ja ¬ belka bolnikom jako dišale .
abc2	dišale	belka	jako	Dobro se je Petru zdelo , de so ja ¬ belka bolnikom jako dišale .
abc2	voham	slanino		Jaz slanino preveč rada voham .
abc2	povoha	slanino		Smuk , zderkne pod past , ko - mej povoha , že tudi pocuka slanino , lilo p ! - — past je padla , — modra miška seje vjela , past jejo vbila ! 22 .
abc2	voha|diši	smerdi	bolj	Nos v sredi ob ¬ ličja je čuvaj , ki voha ali smerdi bolj diši .
abc2	voha|diši	smerdi	bolj	Nos v sredi ob ¬ ličja je čuvaj , ki voha ali smerdi bolj diši .
abc2	vohamo|dišeče	rože , cvetice|vio - liee , klinčke		Z ' nosani vohamo rože , cvetice , vio - liee , klinčke ino druge dišeče reci .
abc2	duh|dih			v korenine , ki besedi pomen dajo , postavim : pis , nov , jar , duh , ( dih ) h bi 5 len , dob , zob , iskr , govor , šotor i .
abc3	smrdljiva	Fungus Ajzelinus|goba	bleda	Fungus Ajzelinus ali bleda smrdljiva goba , zanesena k nam iz daljuega kraja : odkod , še ni prav gotovo ; vén ! je edinemu slušatelju še drug tovarš pridruži ! je lahko poznati , pa je utrjeuim slovenskim zelodeom malo hrepeni po studencu prave modrosti .
abc3	smrdljiva	Fungus Ajzelinus|goba	bleda	Fungus Ajzelinus ali bleda smrdljiva goba , zanesena k nam iz daljuega kraja : odkod , še ni prav gotovo ; vén ! je edinemu slušatelju še drug tovarš pridruži ! je lahko poznati , pa je utrjeuim slovenskim zelodeom malo hrepeni po studencu prave modrosti .
abc4	duh|duha			So sicer jeziki vsili pravovernih kri - stijanov različni , ali en edini duh jih oživlja ; vsi pravi katoličani so ene misli , enega duha .
