Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	dišijo|ne dišijo	Modre vijolice klinčki|rože|druge cvetlice|pisane tulipe	lepo	Modre vijolice klinčki , rože in druge cvetlice lepo dišijo , bie blauen SMdjen , bie Sielfen , bie 3iofen unb anbere Slumen riedjen gut ; pisane tulipe ne dišijo , bie bunten £ ulpen riedjen nidjt .
abc1	dišijo|ne dišijo	Modre vijolice klinčki|rože|druge cvetlice|pisane tulipe	lepo	Modre vijolice klinčki , rože in druge cvetlice lepo dišijo , bie blauen SMdjen , bie Sielfen , bie 3iofen unb anbere Slumen riedjen gut ; pisane tulipe ne dišijo , bie bunten £ ulpen riedjen nidjt .
abc1	diši	jed		Vsaka jed drugači diši , eine jebe < Speife fdjmecft anberS .
abc1	ne diši	Jed		Jed mi ne diši , če sem bolen , ali če sem si želodec popačil , ba § teffen fcfjmetft mir nidjt , menn idj franf bin , ober mit ben 23iagen oerborben Ijabe .
abc1	diši	morin ried|zeleni rožmarin	lepo	© er grune 9 ? o § morin ried ) t gut , zeleni rožmarin lepo diši .
abc1	diši	morin ried|zeleni rožmarin	lepo	© er grune 9 ? o § morin ried ) t gut , zeleni rožmarin lepo diši .
abc1	dišečih	rož		ttjo ^ lrtec ^ enben SSlumen toerben branje gettmnben , iz dišečih rož se venci pletejo .
abc1	dišeče	rožice		Kako lepe so pa tudi cveteče drevesa in dišeče rožice v spomladi ! kako lepo je polje po letu z rumenim žitom pokrito ! in v jeseni kako žlahno je sadje , ki si ga tergaino z drevja ! — Od kod pa je vse to prišlo ? Kdo stori , da solnce sije ? da mesec sveti ? Kdo je vodam pot odkazal ? Kdo živi ribe u vodi ? živali na polju ? červe v prahu ? Kdo stori , da drevesa rastejo ? rože cvetejo ? žito zori ? in da zemlja toliko dobrega sada rodi ? _Vse to stori vsemogočni Bog , kije vse stvari ] , da bi bilo nam v veselje in v korist .
abc2	vohajo		bolje	Tako na primer so mnoge živali veče in močnejše od človeka , nektere bistrejše vidijo , nektere tanje slišijo , a nektere spet bolje vohajo .
abc2	smrdi	meso	malo	Kar jé človek , to jé tudi pes ; najrajše pa vendar meso , posebno če malo smrdi ' .
abc2	smrdi	meso	malo	Kar jé človek , to jé tudi pes ; najrajše pa vendar meso , posebno če malo smrdi ' .
abc2	dišeče	stvari	jako	Vendar ga razdražijo jako dišeče stvari , če iiiu jih damo pod nos .
abc2	dišeče	stvari	jako	Vendar ga razdražijo jako dišeče stvari , če iiiu jih damo pod nos .
abc2	smrdi	jisi		Pred dežjem jisi smrdi ' in spinh čuiijo premembe vremenske .
abc2	povohati	obleko		Tudi ima dober nos in najde izgubljene stvari po duhu ; f ) n poišče izgubljeno dete , ako mu dado povohati njegovo obleko .
abc2	smrdljivih	skisanih rib		Xa potu pa dobe vsak večer smrdljivih skisanih rib , ktere prav radi jedo .
abc2	ne smrde	ribe		Tudi ljudje jedo te ribe in njim prav nič ne smrde , Evropejec mora pa omedleli , ako le blizu pride .
abc2	voha		slabo	Maček slabo voha in ne morr > , kakor pes , slediti človeka ali knko drugo žival .
abc2	zelišča	Suho listje , osat	druga bodeča	Suho listje , osat in druga bodeča zelišča so njegova navadna krma , da - si tudi dobro ve , da jc oves in seno boljše .
abc2	zelišča	Suho listje , osat	druga bodeča	Suho listje , osat in druga bodeča zelišča so njegova navadna krma , da - si tudi dobro ve , da jc oves in seno boljše .
abc2	voha		dobro	Kulan tenko čuje , bistro A ' idi in dobro voha , za to « ; a skoro ni mogoče zalezti na stepi .
abc2	povohal	krmi		« iti fri cente ter gre vsak dan po šest ali sedem milj d ^ aleč in to pri takej krmi , da bi je konj še nc povohal .
abc2	zelišča	travo		"""" Koza jé vsakoršno zelenjavo ; travo , zelišča , listje ; vendar se nturajše spenja ob grmih in nizkih drevesih , ter objeda popke in mladike in smuče brstovje .
abc2	duh		trdo|žilavo|zoperni	Meso mladih koz - ličev in tudi mlajših koz je prav dobra in tečna jed ; od starega kozla je meso trdo in žilavo ter ima oni zoperni duh , ki je lasten sploh vsem kozam , sosebno pa kozlom .
abc2	diši	Kozje maslo|kozji sir	hudo	Kozje maslo hudo diši , zatorej se navadno tudi ne dela ; toliko bolji je pa kozji sir .
abc2	diši	Kozje maslo|kozji sir	hudo	Kozje maslo hudo diši , zatorej se navadno tudi ne dela ; toliko bolji je pa kozji sir .
abc2	zelišča	Ncktcra		Ncktcra zelišča so mu škodljiva , n .
abc2	smradni|zaduhli	Cisti planinski zrak		Cisti planinski zrak jej bolje dc , nego smradni in zaduhli hlevi .
abc2	zelišča		škodljiva|dobrih	Xjej je znano , kcdaj je čas iti n koči ali na vodo , razločuje škodljiva zelišča od dobrih in sluti nevihto .
abc2	zavoha|ne zavohajo	krvoločnega kosinatina		Pri suhem vremenu živina zavoha krvoločnega kosinatina že od daleč in se mu s pridom v bran postavi ; v deževji in v megli ga pa krave ne zavohajo , in pri taeem vremenu se jc že dogodilo , da je medved izmed črede pograbil in odvlekel kravo , in druge okoli nje v goatej megli sovražnika še čutile niso .
