Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc2	duh|duh			) ^ Ti v prostoru brezkonécni , Zivee v gibanji vsih stvari , V tecenji let in dni prevéeni , Brez lic in božja lica tri ! Ti duh edini , duh povsotni , Brez uzroka , nikjer stanotni , Vsim neobsežen krog in krog , Ki sam sabo vse napolnuješ , Objemlješ , stvariš , ohranuješ ! Ki imenujemo Te : Bog ! """" ' """" ^ ' ' ' ^ ' / / Izmeril ocean globoki , i \ .
abc2	diši	Meso		Meso mu diši nar bolje , in kakor mesojedci sploh , je tudi on neusmiljen .
abc3	duh	dim|gos|miš|rčik|nos|lds|cin|gad		bog , sin , dan , um , sir , tat , rog , nit , pot , dob , peč , jug , dim , gos , bob , zob , med , zid , mkk , sad , miš , rčik , duh , nos , lds , cin , gad , sod , loj , jed , kop , sem , led , raj , laž , sad , cep , kapr lan , kal , čiit , meh , zor , rep , tlč , bil , vas , rež , os , rod , ris , vid , bič , gaz , siv , vem , Jim , 11 .
abc3	duh|smrad		lep	Z no - sam du - ham lep duh in smrad .
abc3	duh|duh			Bog je duh ; tudi tvoja duša je duh .
abc3	duh		hudi	Zakaj se kače toliko bojimo ? Kača je bila že v posvetnem raju prekléta , ker je bil hudi duh kačino podobo na se vzél , naše perve starše in ž njimi tudi nas nesrečne storil .
abc3	dišijo	Kamilice|rimske kamilice		Kamilice rastejo po njivah in poljih ; po vertih se rimske kamilice sadijo : so vekše , pa manj dišijo .
abc3	dišalo		Silno lepo	Silno lepo je spomladi cvetelo in dišalo .
abc3	puhtijo|dišave			Iz cvetic , zelene trave Vzdiga k nebu se molitev , In ko stvarniku daritev V zrak puhtijo vse dišave .
abc3	dišečem	cvetji .		Čebele , kebri in drugi mergolinci šume in si hrane nabirajo po dišečem cvetji .
abc3	dišeča	rožica	lepa	Tu pricvete in se prikaže lepa , dišeča rožica ; tam priferči prelepo pisan metuljček , in zopet drugej se razgrinja zelena tratica polna naj lepših cvetic .
abc3	dišeča	rožica	lepa	Tu pricvete in se prikaže lepa , dišeča rožica ; tam priferči prelepo pisan metuljček , in zopet drugej se razgrinja zelena tratica polna naj lepših cvetic .
abc3	zeliša	travo		Rodoviten dež napaja in poživlja velo drevje , travo , zeliša in vse polje .
abc3	dišal		boljše	Mati se ji nasmejejo , rekoč : „ Bil je ravno tisti ričet , ki si ga opoldne pustila ; pa zato ti je zdaj boljše dišal , ker si ves popoldan pridno delala .
abc3	lepodišeče	kadilo	žlahtno	Čebele nabirjajo sladki med v zdravilo in za medico , dajejo vosk za sveče , ki gore pri naj svetejšem opravilu , mravlje nanašajo žlahtno , lepodišeče kadilo .
abc3	lepodišeče	kadilo	žlahtno	Čebele nabirjajo sladki med v zdravilo in za medico , dajejo vosk za sveče , ki gore pri naj svetejšem opravilu , mravlje nanašajo žlahtno , lepodišeče kadilo .
abc3	povohati|povohati	slanino	dobro	Ne bote me vjeli ne ! Pa povohati , """" je miška djala , „ povohati pa dobro slanino vendar smem ; nosek še ne more sprožiti pasti .
abc3	povohati|povohati	slanino	dobro	Ne bote me vjeli ne ! Pa povohati , """" je miška djala , „ povohati pa dobro slanino vendar smem ; nosek še ne more sprožiti pasti .
abc3	povoha	slanino	rahlo	u Miška smukne v past , in prav rahlo povoha slanino .
abc3	povoha	slanino	rahlo	u Miška smukne v past , in prav rahlo povoha slanino .
abc3	duhtela	Breskev|sadja	prijetno	Breskev se je pod težo debelega , lepo ru - dečkastega sadja pripogovala , in je prijetno duhtela .
abc3	duhtela	Breskev|sadja	prijetno	Breskev se je pod težo debelega , lepo ru - dečkastega sadja pripogovala , in je prijetno duhtela .
abc3	diš|duhtijo	cvetice	lepo|poživitno	Ali ste že tergali cvetice za šopke in vence , in lepšali z njimi svete podobe ? ali ste že kterikrat cerkvene bandere ovijali z venci in o svetem telesu trosili cvetice na poti ? Poglej kakošne so cvetice v svoji krasoti in miloti ! Krasne in različne so njih barve ; lepo in poživitno diš ^ in duhtijo .
abc3	diš|duhtijo	cvetice	lepo|poživitno	Ali ste že tergali cvetice za šopke in vence , in lepšali z njimi svete podobe ? ali ste že kterikrat cerkvene bandere ovijali z venci in o svetem telesu trosili cvetice na poti ? Poglej kakošne so cvetice v svoji krasoti in miloti ! Krasne in različne so njih barve ; lepo in poživitno diš ^ in duhtijo .
abc3	Dišeče	cvetice|klinčki|sinje vijolice		Dišeče cvetice so : pisani klinčki , sinje vijolice , rudeče in bele vertnice i t .
abc3	dišd|diše	Bele lililje|ledinčice|marjetice|šmarnice	lepo	Bele lililje so izgled deviške čistosti ; tulipe in georginke krasno cveto , pa ne dišd Po ledinah cveto prijazne ledinčice in marjetice , za potokam pa sinje potočnice ; po germovji šmarnice lepo diše , in vsi travniki so prepreženi z ljubeznjivimi cveticami .
abc3	dišd|diše	Bele lililje|ledinčice|marjetice|šmarnice	lepo	Bele lililje so izgled deviške čistosti ; tulipe in georginke krasno cveto , pa ne dišd Po ledinah cveto prijazne ledinčice in marjetice , za potokam pa sinje potočnice ; po germovji šmarnice lepo diše , in vsi travniki so prepreženi z ljubeznjivimi cveticami .
abc3	dišijo	cvetice	žlahtno	Prelepo cvetejo cvetice pomlad , in žlahtno dišijo , jih vsak ima rad .
abc3	dišijo	cvetice	žlahtno	Prelepo cvetejo cvetice pomlad , in žlahtno dišijo , jih vsak ima rad .
abc3	duhaj|dišala		prijetno	"""" Potem sreča cve - tečo šmarnico , ktera mu pravi : „ Pojdi sem , in duhaj me ! """" Deček gre k nji , in ker je tako prijetno dišala , ji pravi : „ Ljuba šmarnica ! vzel te bom sabo , in materi pokazal .
abc3	diši	večerja	bolje	Pogosto « o oče svoje otroke učili , da večerja človeku takrat naj bolje diši , kadar je popred kaj dobrega storil , in pa , da človek nikoli mehkeje ne spi , kakor kadar ga hvali dobra vest .
abc3	diši	večerja	bolje	Pogosto « o oče svoje otroke učili , da večerja človeku takrat naj bolje diši , kadar je popred kaj dobrega storil , in pa , da človek nikoli mehkeje ne spi , kakor kadar ga hvali dobra vest .
abc3	dišeča	rožica		O devica pomočnica , Vedno zvesta si nam ti ! Le sladkosti in blagosti Tvoja roka nam deli ! Ko cveteča in dišeča Si , Marija , rožica .
abc3	zelišča	cvetice		Solnčni žarki razširjajo luč in gorkoto po vsi zemlji , in store , da morejo živeti ljudje in živina , da rastejo zelišča , da cvetejo cvetice , in da zori sadje .
abc3	dišeče	šmarnice|čvetice		Ljudje se te dni po dokončani božji službi radi sprehajajo po zelenih logih in poljih , si tergajo šmarnice in druge dišeče čvetice , ter se mnogotero vesele .
abc3	duh	Pisane cvetice	prijetno	Pisane cvetice na travnikih in vertih « a krasno razcvetajo in prijetno duh - tijo .
abc3	duh	Pisane cvetice	prijetno	Pisane cvetice na travnikih in vertih « a krasno razcvetajo in prijetno duh - tijo .
abc3	zelišča	cvetice		Sčasama minejo tudi cvetice , in vse zelišča umirajo : listje rumeni in pada z drevja .
abc3	zeliša|puhte	Rosa		Rosa pa ne pada samo z zračja na zemljo , temuč se dela tudi iz tistih soparjev , ktere zemlja in zeliša še po solnčnem zahodu iz sebe puhte .
abc3	voha|diši			Nos v sredi lica je čuvaj , ki z nosnicami voha , in sodi , kar oko ne more , ali kaka stvar diši ali smerdi , ali je dobra , ali Drugo Berilo za slovenske šole .
