Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	duh		foi famonafeben vounatni	lobo , inu foi famonafeben vounatni duh ; ona pomerta vun vidi , inu flabu u ’ koshi iio Shterti Odfrauk tizhy .
abc3	duhu		pobožném|zapetega	Pri tej priliki moram zaverniti mnenje nekterih , ki terdijo , da se mora izkoreniniti vse in pokončati do dobrega , kar ni zgolj v pobožném duhu zapetega .
abc4	dišijo|smrdč			Sporočilu pridan je dalje zapisnik sumljivih oseb , ktere dišijo ali smrdč po slovenizmu .
abc4	zavohal	brezijske svinje		V Radolj ci na Gorenskem , ktera je imenitna zarad brezijske svinje , ktero je y , tagblattovi “ dopisun tam zavohal , so bili visoki jagnjedi pred cerkvijo posekani .
abc5	dišijo|smrdč			Sporočilu pridan je dalje zapisnik sumljivih oseb , ktere dišijo ali smrdč po slovenizmu .
abc5	zavohal	brezijske svinje		V Radolj ci na Gorenskem , ktera je imenitna zarad brezijske svinje , ktero je y , tagblattovi “ dopisun tam zavohal , so bili visoki jagnjedi pred cerkvijo posekani .
abc6	zelišče|zelišče		to strupeno|škodljivo	Zdaj cvete dualizem , začeli so cvetke odpadati , vrtnar Beust , ki je to strupeno zelišče vsadil in koltiviral , bil je z milijoni poplačan , ali to škodljivo zelišče srka ta kraj Litave najboljši sok , da more životariti .
abc7	zelišča|zelišča		koristna|škodljiva|vertna|poljska|travniška|zdravilna|strupena	Kako pa zelišča razdeljujemo ? V koristna in škodljiva , ali pa v vertna in poljska , travniška , zdravilna in strupena zelišča .
abc7	zelišče	zelišče	vertno|poljsko|jedilno	Kako se imenuje še vertno in poljsko zelišče ? Imenuje se tudi jedilno zelišče .
abc7	zelišče	zelišče	vertno|poljsko|jedilno	Kako se imenuje še vertno in poljsko zelišče ? Imenuje se tudi jedilno zelišče .
abc7	zelišče	sočivje|Sočivje		Kaj je sočivje ? Sočivje je zelišče , ki ima sad v stroku ali mošnicab .
abc7	zelišča	zelenjava|Zelenjava		Kaj je zelenjava ? Zelenjava so zelišča , pri kterih ljudje iz korenin in perja ( listja ) razne jedi pripravljajo .
abc7	dišavje|Dišavje|zelišča			Kaj je dišavje ? Dišavje so zelišča , ktera ljudje zavoljo prijetnega dulia ali nkusa pri kubi rabijo n .
abc7	zelišče	Koprive|lapuh|teloh|repinec|kristavec|divji peteržilj|pelin|vratič		Ktero zelišče raste ob plotob , zidovju in pašnikih ? Koprive , lapuh , teloh , repinec , kristavec , kačcc , zobnik , l ) 0l ' iš , striček , trobelika , divji peteržilj , korvavi mlečnik , papeževa v ® ča , potočnice , čerlenka , pelin , vratič .
abc7	zdravilna zelišča|zelišča	babja dušica , kamilice , kislica|sveča , melisa , pelin , erman , vratič , svedrec , rabarbara , kolmuž , sivka , lapuh , kumen , janež , gorčica , rožmarin , rutica , regacija|žilnjak|teloh|gavez|volovski jezik|uhnik hren , osat	Zdravilna	Naštejte zdravilna zelišča : ^ Zdravilna zelišča so : babja dušica , kamilice , kislica , sladki > leu » papeževa sveča , melisa , pelin , erman , vratič , svedrec , rabarbara , kolmuž , sivka , lapuh , kumen , janež , gorčica , rožmarin , rutica , regacija , žilnjak , teloh , gavez , volovski jezik , uhnik hren , osat itd .
abc7	zdravilna zelišča|zelišča	babja dušica , kamilice , kislica|sveča , melisa , pelin , erman , vratič , svedrec , rabarbara , kolmuž , sivka , lapuh , kumen , janež , gorčica , rožmarin , rutica , regacija|žilnjak|teloh|gavez|volovski jezik|uhnik hren , osat	Zdravilna	Naštejte zdravilna zelišča : ^ Zdravilna zelišča so : babja dušica , kamilice , kislica , sladki > leu » papeževa sveča , melisa , pelin , erman , vratič , svedrec , rabarbara , kolmuž , sivka , lapuh , kumen , janež , gorčica , rožmarin , rutica , regacija , žilnjak , teloh , gavez , volovski jezik , uhnik hren , osat itd .
abc7	strupena zelišča	Kristavec|zobnik|kervavi mle ‘ čnik|zlatica|volčja jagoda|trobelika|kačje mleko|mišjak|divji peteržilj , podlesk|čerlenka , kokolj , pijanka|smetlivec|lesjak , naperstuik ,|divja solata|gobe|mušuica , kervnica|bovista|steklače|mlešuik|plesnoba		Ktera so strupena zelišča ? Kristavec , zobnik , kervavi mle ‘ čnik , zlatica , volčja jagoda , trobelika , kačje mleko , mišjak , divji peteržilj , podlesk , čerlenka , kokolj , pijanka , smetlivec , lesjak , naperstuik , duhan , divja solata in druge ; tudi gobe kakor : mušuica , kervnica ali bovista , steklače , mlešuik , plesnoba .
abc7	zelišče		strupeno	Kako se pozna strupeno zelišče ? Ako se vterga , po zategljivcm soku , bledem cvetju , po za černelih jagodah , do kterih se nam merzi in jih živina ne je .
abc7	zelišče		strupeno	Kaj je storiti , ako se strupeno zelišče ne pozna ? Ne ga jesti , ne jagod , ne zernja , ne listja in ne korenin .
abc7	smrad	gobe	omamljiv	Kako se strupene gobe poznajo ? Imajo gnjil , omamljiv smrad , so polžke , imajo spremenljiv sok , nektere ozelenijo , ako se potipljejo .
abc7	smrad	gobe	omamljiv	Kako se strupene gobe poznajo ? Imajo gnjil , omamljiv smrad , so polžke , imajo spremenljiv sok , nektere ozelenijo , ako se potipljejo .
abc8	dehtečih	cvetice|cvetic .		Tudi cvetice so bile njegovo veselje in veselilo ga je , kadar mu je kdo prinesel šopek dehtečih cvetic .
abc8	duhà		krepkega|čvrstega	Ta je bil prvi , ki je spoznal Howetove lastnosti , videč v njegovih sanjarijah krepkega in čvrstega duhà , ki vedno misli in prevdaija .
abc8	dišeča	perla		"""" ) Maj , dragoljubec in dišeča perla .
abc8	dišečih	cvetov|jagode	čisto belih|prijetno	Njih korenike tičijo globoko v zemlji in iz vsake poženeta po dva svetlozelena , mehka , podolgasta lista , mej katerima stoji tenko stebelce , ki nosi v kimastem grozda vse polno čisto belih in prijetno dišečih cvetov , iz katerih se naredé okrogle , svetlorudeče jagode .
abc8	dišečih	cvetov|jagode	čisto belih|prijetno	Njih korenike tičijo globoko v zemlji in iz vsake poženeta po dva svetlozelena , mehka , podolgasta lista , mej katerima stoji tenko stebelce , ki nosi v kimastem grozda vse polno čisto belih in prijetno dišečih cvetov , iz katerih se naredé okrogle , svetlorudeče jagode .
abc8	vonjavo|dišečega	kadila	sladko	Kadar odptó svoje čašice , poSiljajo sladko vonjavo k nebu , kakor bi hoteli darovati dišečega , kadila Bogu v zahvalo ; a na svoje nežno stebelce obesijo zvončke , katere naj postrežne sapice zvoné v slavo božjo .
abc8	vonjavo|dišečega	kadila	sladko	Kadar odptó svoje čašice , poSiljajo sladko vonjavo k nebu , kakor bi hoteli darovati dišečega , kadila Bogu v zahvalo ; a na svoje nežno stebelce obesijo zvončke , katere naj postrežne sapice zvoné v slavo božjo .
abc8	dišeča	perla ali pervčnec ( Aspérula odorila )		— — Druga cvetica , katero si hočemo denes ogledati , je dišeča perla ali pervčnec ( Aspérula odorila ) .
abc8	dišeče	perle		Domovje dišeče perle so senčnati gozdi po gorah .
abc8	dišavo		znano prijetno	Kahlo tiči njeno steblice v studenčnatej zemlji , a okolo njega stojé v mičnih vretencih listki , ki imajo v sebi znano prijetno dišavo .
abc8	dišeča|duh	perla	prijeten	V lepoti se torej dišeča perla ravno ne odlikuje , a njen prijeten duh jej daje toliko vrednost .
abc8	dišeča|duh	perla	prijeten	V lepoti se torej dišeča perla ravno ne odlikuje , a njen prijeten duh jej daje toliko vrednost .
abc8	vonjavo	penečega|cvetje		Že malo vinjen , vzdignil je kupo penečega vina in vpil s hripavim glasom : „ res , da iuiaS prekrasno lepoto mladosti , d » imaš cvetje in vonjavo , ali viaa nemaš , ki razveseljuje bogove in ljudi ! """" — Ali maj si nij dal vzeti prednosti .
abc8	dišeče	cvetice .	sladke	Lehkih nog je hitel tja vèn v zelene loge , in pod njegovimi nogami so vzrastle najbolj dišeče in sladke cvetice .
abc8	dišeče	cvetice .	sladke	Lehkih nog je hitel tja vèn v zelene loge , in pod njegovimi nogami so vzrastle najbolj dišeče in sladke cvetice .
abc9	dišala	jed	dobro	, vse po tej versti , kakor Vam popisujem , na tanko delajte , in gotovo se Vam delo po všeči izide in vsaka jed bo dobro dišala njim , kterim kuhate .
abc9	dišala	jed	dobro	, vse po tej versti , kakor Vam popisujem , na tanko delajte , in gotovo se Vam delo po všeči izide in vsaka jed bo dobro dišala njim , kterim kuhate .
abc9	duh	celega cimeta|cukra	sladko	Vzemi poldrugo litrovo osmino ( 1 / 2 masleca ) dobrega vina , pomarančnega in lemoninega soka , ali ob njem ob - ribanega cukra , če pa nimaš tega , pa celega cimeta n j duh , cukra , da bo sladko , in deni kuhat ; ko zavre , od - stavi , da se nekoliko pohladi ; sedaj vmešaj 3 rumenjake ; začni vlivati vino notri in mešaj , da se ti ne zakerkneji j ? jajca , potem pristavi k ognju in šprudlaj toliko časa , da si ti bo jako narastlo in tudi zgostilo , potem pa na opečei kruh zlij in na mizo daj .
abc9	duh	celega cimeta|cukra	sladko	Vzemi poldrugo litrovo osmino ( 1 / 2 masleca ) dobrega vina , pomarančnega in lemoninega soka , ali ob njem ob - ribanega cukra , če pa nimaš tega , pa celega cimeta n j duh , cukra , da bo sladko , in deni kuhat ; ko zavre , od - stavi , da se nekoliko pohladi ; sedaj vmešaj 3 rumenjake ; začni vlivati vino notri in mešaj , da se ti ne zakerkneji j ? jajca , potem pristavi k ognju in šprudlaj toliko časa , da si ti bo jako narastlo in tudi zgostilo , potem pa na opečei kruh zlij in na mizo daj .
abc9	dišave	( čebule|gvirca|)		zos ; deni vmes mQ ( l drobno zrezanega zelenega peteršilja , lemoninih lupinic , test ( čebule , drobno stolčenega gvirca ( dišave ) , in plučne re - zance ; osoli , zalij še z juho in pusti še malo pokuhati , pa daj na mizo .
abc9	dišave	( gvirca )		Kadar se ti pešamelj shladi , začni ga mešati , P r av vmes primešaj za noževo čpico stolčene dišave ( gvirca ) in nam ' lemoninih lupinic , tri rumenjake , iz beljakov napravi sneg , vse ' tri žlice ribanega kruha , eno žlico moke , vse to rahlo P ove zraven primešaj , enega pokusi , ako se ti v juhi razkuha , primešaj še malo kruha ali moke , zdaj diljo potresi j moko , deni na njo testo , razvaljaj ga kot klobaso , zreli ga enakomerno kot orehe , o kroži jih in zakuhaj v vrelo juho , ali v maslu opohaj ; to je za 6 oseb .
abc9	dišave	( gvirca )		Drobno s krivim nožem zreži pečenko , ki ti ostane , razgrej sirovega masla , deni notri drobno zrezanega žele - že p nega peteršilja in čebule , pa malo preevri , potem deni amp notri 2 žliri moke , še to malo prepraži in dobro zmešaj : kosč zdaj prideni zrezano pečenko , lemoninih lupinic in stolčeni deni dišave ( gvirca ) , osoli in malo z juho zalij , da se ti lepo lahki pokuha ; potem odstavi , da se ti shladi .
abc9	dišavami	lemoninimi lupi		Vmešaj namesto masla dobre špehove masti , 3 ru ¬ menjake , iz beljakov naredi sneg , v masti preroštaj tudi malo ribanega kruha bledo - rujavo , kadar imaš dobre , ne preveč rujave ocvirke , drobno jih sesekaj in kruhu pri - ilec ) mešaj , potem testo razvleci , namaži ga s prej omenjeno ične filo , potresi s tem kruhom , z dišavami in lemoninimi lupi - i bo .
abc9	duh|dišav	limoninih lupinic		, mei , ru Ti se ravno tako naredijo kot špehovi , samo namesto sne { suhega mesa vzemi 14 dekagramov ( V 4 fanta ) telečjih ali li » govejih sterganih in z malo muzgom vred skozi sito pre - : ulB tlačenih jeter ; da žemlji preroštaš , ne jemlji Špeha , ampak resi kake druge dobre masti ah masla ; za duh deni vmes haB majeronovo peresce , za majhno noževo špico česna dobro stlačenega z malo soljo , limoninih lupinic in dišav .
abc9	dišav za duh	smetane )|limoninih lu|pinic		ruin [ Prav drobno sesekaj 1 kilogram in 12 dekagramov ; po ! ( 2 funta ) telečjega mesa z malo muzgom ali pa s Špehom a ) , 1 vred , kožice , kar najbolj moreš , stran poberi , sesekano e p ( deni v skledo , osoli in vlij nanje poldrugo litrovo osmino in i C / 2 maslesa ) dobrega mleka ( smetane ) , malo limoninih lu ¬ pinic in dišav za duh , dobro premešaj in v čevica skozi — 22 — brizgljo ( šprico ) natlači ; naredi enakomerne klobasice , za ; a k sukni pri kraji in v sredi , da bo par in par skupaj , specidsle jih , daj jih po juhi s ženofom , ali s hrinom , ali s tenstanitp li rajžem , ali s polento , ali same ; lahko jih daš tudi na pri - ahki kuhi na mizo .
abc9	dišav	soljo|kori|andra|limonine lupinice ,		Operi volovski jezik , primi ga v roke in potolci ob kako desko ; potem ga dobro s soljo in malo s solitarjem podergni ; zdaj stolči pol stroka česna , malo žlico kori ¬ andra , malo dišav in limonine lupinice , potem ga še s tem dobro odergni in pusti ga v tem kake 4 dni ; potem ga skuhaj in pusti pri njem , kar se ga derži ; tista slana voda , v kteri je bil , ni za nič ; kuhanega olupi , lepo na ¬ reži , na krožnik naloži in daj krog njega nasterganega hrena , pa daj gorkega na mizo .
abc9	dišave	zelenega peteršilja ,|, limonine lupinice		našla Zreži na drobne kocke ( burfeljce ) , če imaš kaj ( j r j ] jj pečene piske , kuhan prižljee ali telečjo nogo , kaka jetri meta ] ali kar si bodi temu podobnega ; potem naredi bledo - i \ j a ( jp - javo bolj redko praženje ( roštanje ) , verzi vanje drobiJ ne g ’ zrezanega , zelenega peteršilja , dišave , limonine lupinice | qž , p prej omenjeno meso osoli in zalij z juho , da lepo prcvr , , 0 ( j r potem odstavi in primešaj en rumenjak , da bo gosteje , soda ; Krafeljce naredi kakor prejšnje ; samo namesto fašem jih napolni z ragu .
abc9	dišave	limonine lupinice		izkn Naredi masleno testo ( butterteig ) , potem zreži , če srn » naš , piromanova jetra , ali gosja , ali kopunova na bolj 1 nebele kocke , če jih ni dosti , smeš pridjati tudi malo pri - li paeljca ; potem razgrej sirovo maslo , deni notri drobno zre - i mirnega zelenega peteršilja in malo moke , da se bo lepo > enilo , potem deni notri jetra , limonine lupinice in dišave > a malo soli , zalij malo z juho , da se nekoliko prekuha , > otem odstavi in v hladno primešaj 1 žlico topljene sme ¬ rne .
abc9	dišave	zelenega peteršilja , limonine lupinice|( gvirca )	stolčene	Kljunača oskubi , vzemi iz njega drob , nasoli , s Špe ¬ hom našpikaj in speci ga , noge in peroti lepo odreži , meso , ki ga ima na persih , na lepe šnite zreži ; ker je pa tega mesa malo , speci tudi enega goloba , kakor kljunača , tudi meso , ki ga ima golob na persih , lepo zreži kot kljuna ¬ čevo ; kljunačeva čeva , jeterca ( če imaš še kaka druga jetra ) , kožico in meso , ki se še pri kosteh deržf , lepo stran poberi , pa malo Špeha prideni , dobro vse to se - sekaj , potem razgrej sirovega masla , deni notri drobno zrezanega zelenega peteršilja , limonine lupinice , sesekan drob in malo stolčene dišave ( gvirca ) , zalij malo z dobro juho ali aspikom in pusti , da malo vre ' in je kot faš ; deni ga na okrožnik , potem vanj vtikaj ' narezane šnite mesa lepo redno pošev , tudi perote in stegna lepo notri potakni , — 33 — vendar tako , da se polovica vsacega kosčeka ven vidi , glavo , če imaš le enega kljunača , čez pol prereži , deni na vsako stran polovico tako , da se kljun stiče , če imaš pa več kljunačev , deni cele glave , in tudi goloba ni treba ; zdaj s hladnim in stopljenim aspikom čez zalij in pusti , da se sterdi , okinčajga s karfijolo , z zelenim peteršiljem in z na tenke šnitice narezano limono , in daj po juhi na mizo .
