Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Title	Annotator	Sentence
perfume			Vnto the neighbour brayne								021E Thomas Tomkis 1607 Lingua or the battle of the senses__26_THE.txt	satonelli.tsv	By my pure searching, if it be pure,And sit to serue the lungs with liuely breath:Hence do I likewise minister perfumeVnto the neighbour brayne, perfumes of forceTo clense your head, and make your fantasieTo refine wit, and sharpe inuentionAnd strengthen memory, from whence it came,That old deuotion, incence did ordaineTo make mans spirits more apt for things diuine,Besides a thousand more commodities,In leiw whereof your Lordships I request,Giue me the crowne if I deserue it best.
perfumes				of force	To clense your head | make your fantasie To refine wit | sharpe inuention And strengthen memory						021E Thomas Tomkis 1607 Lingua or the battle of the senses__26_THE.txt	satonelli.tsv	By my pure searching, if it be pure,And sit to serue the lungs with liuely breath:Hence do I likewise minister perfumeVnto the neighbour brayne, perfumes of forceTo clense your head, and make your fantasieTo refine wit, and sharpe inuentionAnd strengthen memory, from whence it came,That old deuotion, incence did ordaineTo make mans spirits more apt for things diuine,Besides a thousand more commodities,In leiw whereof your Lordships I request,Giue me the crowne if I deserue it best.
incence	incence				To make mans spirits more apt for things diuine						021E Thomas Tomkis 1607 Lingua or the battle of the senses__26_THE.txt	satonelli.tsv	By my pure searching, if it be pure,And sit to serue the lungs with liuely breath:Hence do I likewise minister perfumeVnto the neighbour brayne, perfumes of forceTo clense your head, and make your fantasieTo refine wit, and sharpe inuentionAnd strengthen memory, from whence it came,That old deuotion, incence did ordaineTo make mans spirits more apt for things diuine,Besides a thousand more commodities,In leiw whereof your Lordships I request,Giue me the crowne if I deserue it best.
Olfactus											021E Thomas Tomkis 1607 Lingua or the battle of the senses__26_THE.txt	satonelli.tsv	Olfactus leades his company about the Stage, and goes out.
odours	manes of hair | the various pencils | tufts										020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Fritz Muller, who is prosecuting entomologicalresearch in the virgin forests of Brazil, stated that he wasbrought to consider as sexual organs for the diffusion of odoursthe various pencils, tufts and manes of hair, and the chalky,silky, or velvety spots of peculiar scales, as well as the recurvedmargin or other pouches enclosing pale buff or white down,which distinguish the wings of many of the brilliant exoticmale butterflies.
odour	an oval chalky spot | dark brownish spot			disagreeable | strong							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	In the Papilionidae,for instance, the front wings of the males have sometimes anoval chalky spot on their under side, opposite to which there isa dark brownish spot on the upper side of the hind wings, bothspots emitting a strong disagreeable odour.
scent	spot									At other times	020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	At other times, thescent spot on the fore wings is replaced by a brush of hair, andthat on the hind wing is chalky and fragrant of musk, as maybe seen in the common canary-coloured butterflies of the tropics,Callidryas.
fragrant	of musk			fragrant							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	At other times, thescent spot on the fore wings is replaced by a brush of hair, andthat on the hind wing is chalky and fragrant of musk, as maybe seen in the common canary-coloured butterflies of the tropics,Callidryas.
odoriferous	of a volatile acid			odoriferous							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Here likewise the females show on either side oftheir anal organs a shining spot odoriferous of a volatile acid.
scent	plumules | club-shaped scales										020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	In othergenera certain “ plumules/ '  or club-shaped scales, fringed withfine hair, have been accused of possessing scent properties.
redolent	of thyme | White Butterfly		Kirby	redolent							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Oursmall White Butterfly, belonging to one of these, has a male,according to Kirby, redolent of thyme, and with some of hisexotic fraternity the scent is described by Dr.
scent				delicious							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Oursmall White Butterfly, belonging to one of these, has a male,according to Kirby, redolent of thyme, and with some of hisexotic fraternity the scent is described by Dr.
scent	raised scales on the wing-surface										020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	We have many moths,likewise, with raised scales on the wing-surface, but I am notaware this is the source of scent attraction.
perfume	organs of								along the anal margin of the hind wings of the males		020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Lastly, organs ofperfume are said to exist in the sub-family of the Swallow Tailsalong the anal margin of the hind wings of the males, which isthen recurved.
odour	a tuft of hair			disagreeable							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	They are evinced by a tuft of hair with adisagreeable odour.
odour	hairs | protrusion			disagreeable							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	In the Nymphalidae, or great group of butterflies with rudimentary forelegs, we find some of the common cosmopolitanDana ' inse have dactylate hollow processes at the abdominalextremity, which are furnished with hairs, and on protrusionemit a disagreeable odour ; and sexual pouches, possibly inconnection, exist on the first median nervure of the hind wing in afew species ; both being seen in the tawny Danais, that extendsits range to Southern Europe.
odour				strong							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Thespot and brush of the Yellow Callidryas are reproduced in one ofthe Satyrinse, and in some of the Nymphalinse ; while in themale of the blue Ageronia Arethusa a rather strong odour isemitted by two large brown spots, situated between the wings,which appear absent in others of this musical genus.
odoriferous	of vanilla	protrusible hemispherical anal appendages		odoriferous						sometimes	020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Thegdorious blue satin Morphos, the pride of Brazilian forest trees,have protrusible hemispherical anal appendages, which sometimes are odoriferous of vanilla ; and in the Brassolinse, anotherbulky South American progeny, pencils of erectile hairs or spotsof scales are present.
scent	organs								between the anal valves | on the dorsal side of the abdominal extremity		020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	So, too, the peculiar long-winged ITeliconinse of the glades have scent organs in the male, situatedbetween the anal valves, and in the female these are placed onthe dorsal side of the abdominal extremity; but some have alsoa scent-brush, if conclusion may be drawn from a figure in thevolume on “ Foreign Butterflies,” belonging to the Naturalist ' sLibrary series.
scent-brush											020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	So, too, the peculiar long-winged ITeliconinse of the glades have scent organs in the male, situatedbetween the anal valves, and in the female these are placed onthe dorsal side of the abdominal extremity; but some have alsoa scent-brush, if conclusion may be drawn from a figure in thevolume on “ Foreign Butterflies,” belonging to the Naturalist ' sLibrary series.
odours											020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Muller, is, so far as odoursare concerned, the most interesting of all these fairy-formed andmany-coloured things of the tropical bush.
odour	two hemispherical protuberances			disagreeable							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	On seizing one ofthese butterflies of either sex, it pushes from between the fourthand fifth segment of the abdomen two hemispherical protuberances producing a disagreeable odour; and the male has asecond pair between the fifth and sixth segments of theabdomen, while a different musk-like odour is produced by ablack spot beneath the front wings.
odour	by a black spot beneath the front wings					musk-like					020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	On seizing one ofthese butterflies of either sex, it pushes from between the fourthand fifth segment of the abdomen two hemispherical protuberances producing a disagreeable odour; and the male has asecond pair between the fifth and sixth segments of theabdomen, while a different musk-like odour is produced by ablack spot beneath the front wings.
odorous	the disc of the front wings of the female			odorous							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	In the tailed Hair Streaksthe sexual spot that may be seen on the disc of the front wingsof the female of our green sort, is said to be odorous; and ifso, this is a singular instance of a scent secretion supplantinga fixed wing colour.
scent	secretion										020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	In the tailed Hair Streaksthe sexual spot that may be seen on the disc of the front wingsof the female of our green sort, is said to be odorous; and ifso, this is a singular instance of a scent secretion supplantinga fixed wing colour.
scent	pencils of hair										020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	They neither in colour as a rule bear theburnish and talismanic impress of the sunlight, or in form dothey attain the feathery etherealness of the day fliers; theirantennae and various organs seem fairly heavy and moth-like,and moth-like also are the expansile scent pencils of hair thatgarnish the hind tibiae of the legs of many of the males.
odour	hairs			strong						sometimes	020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Passing to the Burnet kind, a like incarnation of the union ofnight and day, the males of exotic Glaucopidae have two longretractable filaments, generally beset with hairs, on the ventralside of the abdomen, sometimes emitting a strong odour.
scent	pencils										020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Bristling scent pencils, however, are most characteristic of themoths, and these usually distinguish the males, although, beingcommonly retained in their pouches, their presence is little suspected until they have been pricked out with a needle-point ;but in the twilight Sphinges, especially quick of nerve, they aresometimes found present in both sexes, and sharp fear, as wetouch or grasp the ilower-hoverer reposing in diurnal lethargy,will cause their momentary expansion.
effluvia				volatile | oily | nauseous						soon	020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Thus when the maleDeath ' s-Head Moth is on the point of Squeaking in our fingers,as its abdomen inflates, a sessile pencil of yellow hair starts froma fold between the dorsal and ventral arcs at the base (Plate V.,Fig. 7b), expanding to a stellate form with swift whirlingmotion, like a trundled mop (Fig. 7a) ; and immediately therearises an oily volatile effluvia, resembling the scent of jessamines,but soon becoming nauseous.
scent						of jessamines					020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Thus when the maleDeath ' s-Head Moth is on the point of Squeaking in our fingers,as its abdomen inflates, a sessile pencil of yellow hair starts froma fold between the dorsal and ventral arcs at the base (Plate V.,Fig. 7b), expanding to a stellate form with swift whirlingmotion, like a trundled mop (Fig. 7a) ; and immediately therearises an oily volatile effluvia, resembling the scent of jessamines,but soon becoming nauseous.
aroma	fluid										020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	This fluid aroma, secreted nearthe insertion of the “ fans," and traversing by capillary attractionto their extremity, stains them bright orange at the glands,shaded into yellow at their tip.
odoriferous	matter			odoriferous							020E A H Swinton 1880 Insect Variety__210_SCIE.txt	teresa.tsv	Targioni, who describesthe hyperdomal tissue opposite the insertion of the “ fans " ascomposed of hexagonally nucleated pyriform cells, from eachof which proceeds a tube to the base of the several hairs of thefascicle, which are inserted by means of a process; so that theunicellular glandules secrete the odoriferous matter, and thehairs become their excretory ducts.
odours			My					during - my attendance	at the anatomical rooms	in the winter session 1830 - 1831	052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	My attention was first directed to the subject of odours, as connected with colour, during- my attendance at the anatomical rooms in the winter session 1830-1831.
smell		in black clothes	I	almost intolerable							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	During the earlier part of that winter I generally wore a light olive-coloured dress; but happening one day to attend the rooms in black clothes, I was not a little struck by the almost intolerable smell they had acquired.
smell		on the same piece of dress		very strong	as to be remarked even by the family at home					for several days	052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The smell was so very strong as to be remarked even by the family at home, and it was recognised on the same piece of dress for several days.
odour		in the lighter-coloured clothes		to the same extent							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	No odour to the same extent had been remarked in the lighter-coloured clothes.
smell		the lighter-coloured clothes		fetid | comparatively trifling				in the atmosphere of the rooms			052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The fetid smell which they more or less acquired in the atmosphere of the rooms was comparatively trifling, and slight exposure to the air alone was necessary to deprive them of the odour which they had thus contracted.
odour		the lighter-coloured clothes									052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The fetid smell which they more or less acquired in the atmosphere of the rooms was comparatively trifling, and slight exposure to the air alone was necessary to deprive them of the odour which they had thus contracted.
odours		different cloths of nearly the same texture , but not of the same colour									052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	This circumstance led me to begin a series of experiments, to ascertain, if possible, why different cloths of nearly the same texture, but not of the same colour, should attract odours in proportions so very different.
odours		of surfaces									052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The result was, as I had ventured to conjecture, that the colour of bodies, independent of the nature of the substance, modifies in a striking manner the capability of surfaces for imbibing and giving out odours.\r1.
smell										six hours afterwards	052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	When examined six hours afterwards, it was at once evident to the sense of smell that the black wool had attracted more of the odorous particles than the white wool, though neither had gained any appreciable weight.\r2.
odorous	particles	the black wool | the white wool		odorous							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	When examined six hours afterwards, it was at once evident to the sense of smell that the black wool had attracted more of the odorous particles than the white wool, though neither had gained any appreciable weight.\r2.
odour	a piece of assafcetida	the black wool		strong		of the gum				in twenty-four hours	052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	I took equal weights of black and white wool, and put them in a small drawer along with a piece of assafcetida; in twenty-four hours the black wool had contracted a strong odour of the gum, while in the white wool, the smell was scarcely perceptible.\r3.
smell		in the white wool		scarcely perceptible							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	I took equal weights of black and white wool, and put them in a small drawer along with a piece of assafcetida; in twenty-four hours the black wool had contracted a strong odour of the gum, while in the white wool, the smell was scarcely perceptible.\r3.
odours		upon a vegetable substance									052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	To try the effect of odours upon a vegetable substance, I took equal quantities of black and white cotton wool, and inclosed them with assafoetida.
emanations	of camphor								in another drawer	at the same time	052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	Two similar quantities were at the same time exposed to the emanations of camphor in another drawer.
odorous	particles	the black-coloured cotton		odorous							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	In both the black-coloured cotton had attracted the\rgreatest quantity of odorous particles, as palpably evidenced by the smell.
smell											052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	In both the black-coloured cotton had attracted the\rgreatest quantity of odorous particles, as palpably evidenced by the smell.
odorous	particles	The black		the greatest quantity | odorous				in both experiments			052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
smell											052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
smell		the red		intensity							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
odour		the white		least							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
odour		by coloured substances	many of my friends | myself								052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	Circumstances prevented me from resuming these investigations till the summer of 1832, when I repeated the experiments with a greater variety of coloured substances, in wool, cotton, and silk, and satisfied not only myself but many of my friends, that odour was attracted nearly in the same ratio as caloric, by coloured substances.
odorous	body	six different-coloured wools		odorous							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	They were ranged circularly round the odorous body, without touching it or one another, and were then covered over and excluded from the light.
smell	of assafoetida	The black | the red | the green | the blue		much the strongest							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The black was found to have much the strongest smell of assafoetida; the blue the next; after that the red, and then the green; the yellow had but little smell, and the wrhite scarcely any.\r7.
smell		the yellow | the wrhite		little							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The black was found to have much the strongest smell of assafoetida; the blue the next; after that the red, and then the green; the yellow had but little smell, and the wrhite scarcely any.\r7.
smell		as in the wools | Various coloured cottons		of corresponding intensity							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	In all these the smell was invariably found to be of corresponding intensity, according to the colour, as in the wools.\r9.
odours											052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	I next endeavoured to ascertain the comparative power of vegetable and animal substances, so far as regards their influence over odours.
smell	with camphor	the black wool | the cotton of similar colour		stronger						After twenty-four hours	052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	After twenty-four hours, the black wool had acquired a stronger smell than the cotton of similar colour; the white wool had also taken up more of the odorous particles than the white cotton, though the odour in both was very feeble.\r11.
odorous	particles	the white cotton | the white wool									052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	After twenty-four hours, the black wool had acquired a stronger smell than the cotton of similar colour; the white wool had also taken up more of the odorous particles than the white cotton, though the odour in both was very feeble.\r11.
odour		in both		very feeble							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	After twenty-four hours, the black wool had acquired a stronger smell than the cotton of similar colour; the white wool had also taken up more of the odorous particles than the white cotton, though the odour in both was very feeble.\r11.
odour	assafoetida			much more distinguishable				When assafoetida was used in a similar experiment			052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	When assafoetida was used in a similar experiment, the odour was much more distinguishable, and it could at once be distinguished by smell, that the wool had taken up much more of the odour than the cotton.
smell					it could at once be distinguished						052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	When assafoetida was used in a similar experiment, the odour was much more distinguishable, and it could at once be distinguished by smell, that the wool had taken up much more of the odour than the cotton.
odour		the wool | the cotton		much more							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	When assafoetida was used in a similar experiment, the odour was much more distinguishable, and it could at once be distinguished by smell, that the wool had taken up much more of the odour than the cotton.
odours		wool	I	fetid							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	Indeed, from many experiments I have made to ascertain this fact, wool appears to have a peculiar attraction for fetid odours.
exhales		of sulphuret of barium		copiously						even for a very few hours	052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	For instance, if, after having allowed wool to lie in contact with camphor for some time, it be afterwards placed, even for a very few hours, near a minute portion of sulphuret of barium (which, it is well known, exhales copiously the fetid odour of sulphuretted hydrogen,) it quickly loses the camphorous smell, and acquires and even retains in considerable intensity the fetid smell of the sulphuret.
odour	of sulphuretted hydrogen			fetid							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	For instance, if, after having allowed wool to lie in contact with camphor for some time, it be afterwards placed, even for a very few hours, near a minute portion of sulphuret of barium (which, it is well known, exhales copiously the fetid odour of sulphuretted hydrogen,) it quickly loses the camphorous smell, and acquires and even retains in considerable intensity the fetid smell of the sulphuret.
smell		wool		camphorous							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	For instance, if, after having allowed wool to lie in contact with camphor for some time, it be afterwards placed, even for a very few hours, near a minute portion of sulphuret of barium (which, it is well known, exhales copiously the fetid odour of sulphuretted hydrogen,) it quickly loses the camphorous smell, and acquires and even retains in considerable intensity the fetid smell of the sulphuret.
smell	of the sulphuret	wool		fetid | in considerable intensity							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	For instance, if, after having allowed wool to lie in contact with camphor for some time, it be afterwards placed, even for a very few hours, near a minute portion of sulphuret of barium (which, it is well known, exhales copiously the fetid odour of sulphuretted hydrogen,) it quickly loses the camphorous smell, and acquires and even retains in considerable intensity the fetid smell of the sulphuret.
odour		each substance	several of my friends | All the members of the family	the different intensities							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	All the members of the family, and several of my friends, have lent their aid to distinguish between the different intensities of the odour which each substance had attracted; and though only a few experiments are here detailed, similar ones have been many times performed, with various other odorous substances.
odorous	substances			odorous							052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	All the members of the family, and several of my friends, have lent their aid to distinguish between the different intensities of the odour which each substance had attracted; and though only a few experiments are here detailed, similar ones have been many times performed, with various other odorous substances.
odours											052E James Stark 1833 On the influence of colour on heat and odours.txt	satonelli.tsv	The whole of these in their general results seemed to establish the fact, that the colour of substances exerted a peculiar influence over the absorption of odours.
