Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc3	ne diši		medli	Ce je telo zdravo , je tudi duša vesela ; če žaluje duša , tudi truplo medli , ter mu ne diši ne jesti , ne piti ; tudi počivati ne more .
abc3	voha|diši	klincke|violice|cvetlice		No s v sredi lica je čuvaj , ki čuje in voha klincke , violice in druge cvetlice , pa tudi sodi po svojih nosnicah , jeli diši kaka stvar , ali smerdi , jeli je dobra , ali ni , kar oko in uho ne zapazi .
abc3	dišeče|dišave	cvetlice	Premočno	Premočno dišeče cvetlice in druge dišave so škodljive ; od njih glava boli , in tudi mertvica človeka lehko obide .
abc3	dišeče|dišave	cvetlice	Premočno	Premočno dišeče cvetlice in druge dišave so škodljive ; od njih glava boli , in tudi mertvica človeka lehko obide .
abc3	povohati	stvari	močno dušeče	Pa tudi bolnika lehko okrepčamo , če mu močno dušeče stvari povohati damo .
abc3	povohati	stvari	močno dušeče	Pa tudi bolnika lehko okrepčamo , če mu močno dušeče stvari povohati damo .
abc3	ne diši			Ce ni jezik čist , pravega okusa nimamo , in nam jesti ne diši .
abc3	ovoha		tenko	Mnogotera žval ima močnejše počutke kot človek , pes bolj tenko ovoha , ponočne ptice ostreje vidijo , jelen bolj tenko čuje , vol je močnejši , konj hitrejši ; pa je vender vsem tem in takim stvarem človek gospodar zbog svoje razumnosti , koje živina nima .
abc3	dišale	breskve	sladke	Kdo ne ve lepe prigodbe od egiptovskega Jožefa ? Kdo ne pomni , kako veselo je bilo lani o velikoj nedelji ali pa o binkoštih ? Se vemo , kako sladke so bile črešnje , kako so nam breskve dišale , i t .
abc3	dišale	breskve	sladke	Kdo ne ve lepe prigodbe od egiptovskega Jožefa ? Kdo ne pomni , kako veselo je bilo lani o velikoj nedelji ali pa o binkoštih ? Se vemo , kako sladke so bile črešnje , kako so nam breskve dišale , i t .
abc3	diši	potice|gibance|mesa	bolj	Tako se o veliki noči kolača , potice , gibance in mesa veselimo , kar nam toliko bolj diši , kolikor dalje smo se postili .
abc3	diši	potice|gibance|mesa	bolj	Tako se o veliki noči kolača , potice , gibance in mesa veselimo , kar nam toliko bolj diši , kolikor dalje smo se postili .
abc3	smrad	Kuretini|dihur		— Kuretini sovražnica je ku na in smrad - ljivi dihur , ki posebno po kurjih jajcih streže .
abc3	duha|smrada	Cvet		Cvet je mnogotere barve in podobe , duha in smrada , nam dela veselje ali gnus .
abc3	dišeče|dišavo	zernje	černo	Lav o rika ima černo , dišeče zernje , koje jedilom dišavo da .
abc3	dišeče|dišavo	zernje	černo	Lav o rika ima černo , dišeče zernje , koje jedilom dišavo da .
abc3	dišeče|dišeče|dišaven	Muškatno drevo|oreške|cimet|cvetje|ingiber|koren		Muškatno drevo daje dišeče oreške , cimet no pa sladko korjico in dišeče cvetje ; ingiber , dišaven koren , pa man - deljnovo drevo ima sladke jederca1 ) .
abc3	diši	lepo belo rudeče cvete	lepše	Die lepo belo rudeče cvete , pa še lepše diši ; s ter - njem ograjen , nam je podoba sramožljivosti .
abc3	diši	lepo belo rudeče cvete	lepše	Die lepo belo rudeče cvete , pa še lepše diši ; s ter - njem ograjen , nam je podoba sramožljivosti .
abc3	duh	Španski bezovec rožnika	prijeten	Španski bezovec rožnika cvete in prijeten duh daja .
abc3	duh	Španski bezovec rožnika	prijeten	Španski bezovec rožnika cvete in prijeten duh daja .
abc3	duh	Cesmilje ( češminje )|cvete	lepó rumeno|lep	Cesmilje ( češminje ) , visoko germovje , lepó rumeno cvete in lep duh razprostira .
abc3	duh	Cesmilje ( češminje )|cvete	lepó rumeno|lep	Cesmilje ( češminje ) , visoko germovje , lepó rumeno cvete in lep duh razprostira .
