id	year	author	title	tags	link
000000692	1815	A., J.	[The Pleader's Guide. A didactic poem ... By the late J. S. Esq. ... The fifth edition. [Edited, or rather written, by J. A., i.e. John Anstey.]]
000004598	1814	ABBOTT, Thomas Eastoe.	Peace: a lyric poem. [With prefatory address by F. Wrangham?]
000005645	1818	ABEL, Clarke.	Narrative of a Journey in the Interior of China, and of a voyage to and from that country, in the years 1816 and 1817; containing an account of the most interesting transactions of Lord Amherst's Embassy to the Court of Pekin, etc. [With plates and maps.]
000006835	1810	ABERDEEN	Papers relative to the Projected Improvements in the Harbour of Aberdeen: with a full report of the evidence as delivered before Parliament, Session 1810
000011902	1812	ACKLAND, Thomas Gilbank.	Miscellaneous Poems
000012123	1817	ACLAND, James.	A Monody on the lamented Death of the Princess Charlotte Augusta of Wales, etc
000012124	1817	ACLAND, James.	True Patriotism! A poem of the nineteenth century, etc
000013481	1809	ADAM, Alexander	Summary of Geography and History both ancient and modern. [With maps.]]
000013481	1809	ADAM, Alexander	Summary of Geography and History both ancient and modern. [With maps.]]
000016173	1817	ADAMS, Joseph	Memoirs of the Life and Doctrines of the late John Hunter, Esq., etc
000016543	1816	Adams, Robert	Narrative of Robert Adams, a sailor, who was wrecked on the Western Coast of Africa, in the year 1810 ... With a map, etc. [Edited by S. Cock.]
000016544	1817	ADAMS, Robert	[The Narrative of Robert Adams, a sailor, who was wrecked on the Western Coast of Africa, in the year 1810 ... With a map, etc. [Edited by S. Cock.]]
000021093	1817	Adolphus, John	history of England, from the accession of King George the Third, to the conclusion of Peace in the year one thousand seven hundred and eighty-three
000021093	1817	Adolphus, John	history of England, from the accession of King George the Third, to the conclusion of Peace in the year one thousand seven hundred and eighty-three
000021093	1817	Adolphus, John	history of England, from the accession of King George the Third, to the conclusion of Peace in the year one thousand seven hundred and eighty-three
000021099	1818	ADOLPHUS, John	Political State of the British Empire; containing a general view of the domestic and foreign possessions of the crown; the laws, commerce, revenues, offices and other establishments, civil and military
000021099	1818	ADOLPHUS, John	Political State of the British Empire; containing a general view of the domestic and foreign possessions of the crown; the laws, commerce, revenues, offices and other establishments, civil and military
000021099	1818	ADOLPHUS, John	Political State of the British Empire; containing a general view of the domestic and foreign possessions of the crown; the laws, commerce, revenues, offices and other establishments, civil and military
000021099	1818	ADOLPHUS, John	Political State of the British Empire; containing a general view of the domestic and foreign possessions of the crown; the laws, commerce, revenues, offices and other establishments, civil and military
000021105	1814	ADOLPHUS, John Leycester.	Niobe: a prize poem, recited in the Theatre at Oxford 1814
000021782	1817	WILLIAMS, Samuel	Adventures of a Post Captain. By a Naval Officer. [In verse.] With ... engravings, by Mr. Williams
000022288	1813	AEDITUUS, pseud. [i.e. John Smith.]	Metrical Remarks on Modern Castles and Cottages, and architecture in general. [The preface signed: Ædituus.]
000022782	1816		Aeronaut, a poem; founded almost entirely, upon a statement, printed in the newspapers, of a voyage from Dublin, in October, 1812
000028999	1810	AGE	Age; a poem: moral, political and metaphysical. With illustrative annotations
000030631	1815	AGRESTIS, pseud.	Feudal Hall. A poem. By Agrestis
000033837	1816	AIKIN, John	Annals of the Reign of King George the Third; from its commencement in 1760 to the general peace in the year 1815
000033881	1810	AIKIN, John	[Essays on song-writing: with a collection of such English songs as are most eminent for poetical merit. To which are added some original pieces. [By J. Aikin.]]
000040680	1810	ALBERTI, Johann Christoph Ludwig.	De Kaffers aan de zuidkust van Afrika, natuur en geschiedkundig beschreuen. [Translated from the German manuscript by Jan Konijnenburg.]
000042337	1811	ALBUERA	Battle of Albuera: a poem. With an epistle dedicatory to Lord Wellington
000042862	1812	ALCEDO, Antonio de.	Geographical and Historical Dictionary of America and the West Indies, containing an entire translation of the Spanish work of ... A. de Alcedo, with large additions ... by G. A. Thompson
000042862	1812	ALCEDO, Antonio de.	Geographical and Historical Dictionary of America and the West Indies, containing an entire translation of the Spanish work of ... A. de Alcedo, with large additions ... by G. A. Thompson
000042862	1812	ALCEDO, Antonio de.	Geographical and Historical Dictionary of America and the West Indies, containing an entire translation of the Spanish work of ... A. de Alcedo, with large additions ... by G. A. Thompson
000042862	1812	ALCEDO, Antonio de.	Geographical and Historical Dictionary of America and the West Indies, containing an entire translation of the Spanish work of ... A. de Alcedo, with large additions ... by G. A. Thompson
000042862	1812	ALCEDO, Antonio de.	Geographical and Historical Dictionary of America and the West Indies, containing an entire translation of the Spanish work of ... A. de Alcedo, with large additions ... by G. A. Thompson
000051342	1816	'ALI, Bey, el Abbassi, pseud. [i.e. Domingo Badia y Le blich.]	Travels of Ali Bey in Morocco, Tripoli, Cyprus, Egypt, Arabia, Syria, and Turkey, between the years 1803 and 1807. Written by himself, and illustrated by maps and numerous plates
000051342	1816	'ALI, Bey, el Abbassi, pseud. [i.e. Domingo Badia y Le blich.]	Travels of Ali Bey in Morocco, Tripoli, Cyprus, Egypt, Arabia, Syria, and Turkey, between the years 1803 and 1807. Written by himself, and illustrated by maps and numerous plates
000051343	1818	'ALĪ, Bey, pseud. [i.e. Samuel Lorenzo Knapp.]	Extracts from a Journal of Travels in North America, consisting of an account of Boston and its vicinity. By Ali Bey, &amp;c. Translated from the original manuscript [or rather written by S. L. Knapp.]
000052558	1815	ALIX, Alexandre Louis Félix.	Essai sur les principes des institutions morales
000062084	1814	BRIDGES, George Wilson.	Alpine Sketches, comprised in a short tour through parts of Holland, Flanders, France, Savoy, Switzerland and Germany, during the summer of 1814. By a Member of the University of Oxford [i.e. George Wilson Bridges]
000067200	1818	BARTON, Bernard.	Poems, by an Amateur [i.e. Bernard Barton]
000067543	1816	AMBIGU	L'Ambigu; ou, vers originaux, imitations, &amp;c. sur divers sujets en François et en Anglois, par le même auteur. The Medley, etc
000068426	1815	AMBROSSE, Bertie.	Opoleyta; or, a Tale of Ind. A poem, in four cantos
