id	year	author	title	tags	link
000004599	1828	ABBOTT, Thomas Eastoe.	Soldier's Friend; or, Memorials of Brunswick; a poem, sacred to the memory of his Royal Highness Frederick, Duke of York and Albany, etc
000004671	1827	ABBOTT, William	A Catalogue of the Library of the late Mr. William Abbott, consisting of a valuable collection of works on divinity, &amp;c., now on sale at Mr. Baynes' ... Scarborough
000004884	1820	BARHAM, Thomas Foster	Abdallah; or, The Arabian Martyr: a Christian drama, in three acts. [In verse.] [By Thomas Foster Barham, the Elder.]
000005444	1824	A'BECKETT, William	Siege of Dumbarton Castle: and other poems
000006832	1825	ABERDEEN	History of the City of Aberdeen
000014083	1824	ADAM, William Jackson.	Journal of Voyages to Marguaritta, Trinidad &amp; Maturin; with the author's travels across the Plains of the Llaneros to Angustura, and the subsequent descent of the Orinoco, in ... 1819 &amp; 1820; comprising his several interviews with Bolivar ... and a variety of ... anecdotes
000015860	1822	ADAMS, John	Sketches taken during ten Voyages to Africa, between the years 1786 and 1800; including observations on the country between Cape Palmas and the river Congo, etc. [With maps.]
000015861	1823	ADAMS, John	[Sketches taken during ten Voyages to Africa, between the years 1786 and 1800; including observations on the country between Cape Palmas and the river Congo, etc. [With maps.]]
000016082	1822	ADAMS, John Quincy	Duplicate Letters, the Fisheries and the Mississippi. Documents relating to transactions at the negotiation of Ghent. Collected and published by J. Q. Adams
000016363	1825	ADAMS, Nathaniel	Annals of Portsmouth, comprising a period of two hundred years from the first settlement of the town; with biographical sketches of a few of the inhabitants
000018730	1823	ADDRESS	Address to the Labouring Class, in manufacturing districts
000019193	1827	ADELINE	Souvenirs of a Tour on the Continent. By Adeline
000019340	1827	ADELUNG, Friedrich von.	Augustin Freiherr von Meyerberg und seine Reise nach Russland. Nebst einer von ihm auf diese Reise veranstalteten Sammlung von Ansichten, Gebräuchen, Bildnissen u. s. w
000029006	1823	AGE	Age of Bronze; or, Carmen seculare et annus haud mirabilis. [By Lord Byron.]
000029007	1823	AGE	[The Age of Bronze; or, Carmen seculare et annus haud mirabilis. [By Lord Byron.]]
000029008	1823	AGE	[The Age of Bronze; or, Carmen seculare et annus haud mirabilis. [By Lord Byron.]]
000029031	1827	MONTGOMERY, Robert	Age Reviewed: a satire. [In verse. By Robert Montgomery.]
000029032	1828	MONTGOMERY, Robert	[The Age Reviewed: a satire. [In verse. By Robert Montgomery.]]
000031858	1823	MEDWIN, Thomas.	Ahasuerus, the Wanderer; a dramatic legend [in verse] ... By the author of Sketches in Hindoostan, and other poems [i.e. Thomas Medwin]
000033745	1825	AIKIN, afterwards BARBAULD, Anna Laetitia.	Works of Anna Lætitia Barbauld. With a memoir by Lucy Aikin
000033745	1825	AIKIN, afterwards BARBAULD, Anna Laetitia.	Works of Anna Lætitia Barbauld. With a memoir by Lucy Aikin
000033838	1820	AIKIN, John	[Annals of the Reign of King George the Third; from its commencement in 1760 to the general peace in the year 1815.]
000033838	1820	AIKIN, John	[Annals of the Reign of King George the Third; from its commencement in 1760 to the general peace in the year 1815.]
000034016	1822	AIKMAN, afterwards SMITH, M.	Miscellanies, in prose and verse, etc
000034607	1822	AINSLIE, Whitelaw	Clemenza; or, the Tuscan Orphan: a tragic drama, in five acts [and in verse]
000036531	1821	AKENSIDE, Mark.	[Hymn to the Naiads.] Alle Najadi. Inno alla Greca ... Recato in verso Italiano da T. J. Mathias
000036657	1820	AKERLY, Samuel.	Essay on the Geology of the Hudson River, and the adjacent regions: illustrated by a geological section of the country, from the neighbourhood of Sandy-Hook, in New-Jersey, northward, etc
000038986	1827	PHILLIPS, T.	Scenes and Occurrences in Albany and Cafferland, South Africa. [By T. Phillips.]
000039302		ALBENSKY, Aleksandr.	О состояніи Россіи и современныхъ государствъ Европы въ XI вѣкѣ
000041408	1823	ALBIN, John.	[A Companion to the Isle of Wight ... Eighth edition, etc.]
000044468	1823	ALDERSON, John	An Address read ... to the members of the Hull Literary and Philosophical Society, at the opening of the Institution
000044482	1825	ALDERSON, R.	Lines, written and printed at the request of a friend, by whom the melancholy story is related
000051125	1820	BARNARD, Sophia.	Travels in Algeirs, Spain, &amp;c. &amp;c. With a faithful ... account of the Algerines, etc. [By Sophia Barnard.]
000056148	1821	ALLEN, John	Bibliotheca Herefordiensis; or, a descriptive catalogue of books, pamphlets, maps, prints, &amp;c. &amp;c. relating to the county of Hereford
000056170	1822	ALLEN, John Carter	Bridal of Caölchairn; and other poems. By John Hay Allan
000056580	1822	ALLEN, Paul	History of the American Revolution ... To which are added, the most important resolutions of the Continental Congress, and many of the most important letters of General Washington
000056580	1822	ALLEN, Paul	History of the American Revolution ... To which are added, the most important resolutions of the Continental Congress, and many of the most important letters of General Washington
