Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	smrdi	Gips|šota|gnojnice|gnoj		zboli Gips ali šota tisto stvar , ki nam iz nekemu kmetu čajnske soseske gnojnice v nos drega in smrdi in ki se v učenem ke - troje goved ; drugi dan poklicana komisija spozná je goveja kuga , ter dá živinčeta ceniti , potem pa da hitro ? mijskem jeziku „ amonjak """" imenuje , zgrabi ta tako ; da nikakor ne moře zbežati iz gnojnice , teđaj ostane v nji okončati , in zapové , kar je pri takih rečéh potrebno ; in gnoj obdrží potem vso svojo moč .
abc1	dišalo|duh|dišave		delce omenjene	ne bo dišalo samo v oko lici kaplj 7 širil Uioa V Vš V lij ^ lliu ^ 11V > KřVJ UlOCiAV WIV111V ▼ ^ ^ ^ ampak duh se bo kmalo po vsi sobi raz - À1 bi se to moglo zgoditi , ko bi zrak nepremak stal ? Kdo drug ko zrak raznaša delce omenjene dišave po vsi sobi ? Kakor vse druge telesnine je tudi teglj m skrčlj gosti gorkot tudi ak azteguje , mraz ga stanici ima pa naš život veliko večo krči in lastno , doti - se našega trupla , se razgreje in kviško dviguje , gorko to kot zrak , kteri nas obdaja .
abc1	dereča	Kolpa|voda		Kolpa ni lena motna , ampak dereča voda ? po - sebno na nekterih mestih .
abc3	duha	katori		, rojenega „ tajč - pema , """" gospoda našega , katori ima velicega duha , ki je zrastel iz groznega napuha ; veliko trpel s celjskim arestantom in zasramovan od nekdanjih prijateljev , ki so ga v deželnem zboru od strani pogledovali , šel jo pred kazino , črez nekaj dni zopet vstal , se vsedel na prestol okrajnega zastopa s 15 službami , od on - dot bo kazni diktiral in ostro sodil slovenske učitelje in kaplane .
abc3	dišečo	Borchardt|) milo ( žnjfa )	ovo aromatično	Borchardt - ovo aromatično ( dišečo ) milo ( žnjfa ) z zebŠA , za ol pšanje in popravo kožo in skušeno loper vB .
abc3	dišečo	Borchardt|) milo ( žnjfa )	ovo aromatično	Borchardt - ovo aromatično ( dišečo ) milo ( žnjfa ) z zebŠA , za ol pšanje in popravo kožo in skušeno loper vB .
abc3	dišeča	pasta		SUJH de llouteiliai d - OVO dišeča pasta za / .
abc3	dišeči|duhanje	Bćrilignier|kronini		Bćrilignier - jev dišeči kronini duli , krasna voda za duhanje in umivanje , ki krepča in budi živelj ; v izvirnih steklenicah po 1 gld .
abc4	dišeča	rovka ( Sorex sua - veolens )		Na severni strani alpinskih gora je rovka najmanjši sesavec , in samo dišeča rovka ( Sorex sua - veolens ) je še nekoliko manjša .
abc4	duh		soperen	Psi in mačke jih ne jedč , kajti imajo neki soperen duh .
abc4	dišeče	rastline	jako	Svojstven jej je mijavkajoči glas , in pa to , da se jej dlaka sveti , ako jo v temi nazaj gladiš , in da je v nekatere jako dišeče rastline posebno zaljubljena .
abc4	dišeče	rastline	jako	Svojstven jej je mijavkajoči glas , in pa to , da se jej dlaka sveti , ako jo v temi nazaj gladiš , in da je v nekatere jako dišeče rastline posebno zaljubljena .
abc4	dišeča	mast .	rumenkasta|neugodno	Pri hoji stopa na širok podplat , v neki žlezi mu se pa nabira neka rumenkasta , neugodno dišeča mast .
abc4	dišeča	mast .	rumenkasta|neugodno	Pri hoji stopa na širok podplat , v neki žlezi mu se pa nabira neka rumenkasta , neugodno dišeča mast .
abc4	smrduh	Mephitis Chinga		Jazbečev sorodnik je severni rosom äh ( iSiđfrajj , Gulo borealis ) in amerikanski smrduh ( © tmftbicr , Mephitis Chinga ) .
abc4	dišečo	mdz|Zveri .		Kunam pridružuje se neko posebno zversko pleme , namreč cibetovke ali vi ver e ( bie älttterten ober Bibcibfatjeii ) iz Afrike in Azije , od katerih dobivamo neko dišečo mdz , Zveri .
abc4	voh|vonj			Vse zveri imajo bistre čute , posebno razvit je vid , sluh in voh ali vonj .
abc4	dišeča	stvar|bobrovina ali pibrovina	rumenkasta|jako	Omeniti moramo še žlezo , v kateri se nabira neka rumenkasta , jako dišeča stvar , bobrovina ali pibrovina ( SSikrgcii ) imenovana .
abc4	dišeča	stvar|bobrovina ali pibrovina	rumenkasta|jako	Omeniti moramo še žlezo , v kateri se nabira neka rumenkasta , jako dišeča stvar , bobrovina ali pibrovina ( SSikrgcii ) imenovana .
abc4	zelišča	gobe|listje		Je mnogovrstna zelišča , gobe , listje , brstje in žito , kjer časi škodo dela .
abc4	zelišča	mah|lišaj	nizka	Njega siromašna hrana so nizka zelišča , po zimi skoro sani mah in lišaj , ki si ga sam izpod snega iskapa .
abc4	zelišča	mah|lišaj	nizka	Njega siromašna hrana so nizka zelišča , po zimi skoro sani mah in lišaj , ki si ga sam izpod snega iskapa .
abc4	dišeče	mazilo	jako|zdravilno	Samec ima v gornji čeljusti velike , daleč iz ust strčeče očnjake , za popkom pa mošnjico , v kateri se zbira neko jako dišeče zdravilno mazilo , tako imenovani pižem ali mošek .
abc4	dišeče	mazilo	jako|zdravilno	Samec ima v gornji čeljusti velike , daleč iz ust strčeče očnjake , za popkom pa mošnjico , v kateri se zbira neko jako dišeče zdravilno mazilo , tako imenovani pižem ali mošek .
abc4	dišeča	Ambra|tvar	smolasta|bela|siva|prijetno	Ambra je smolasta , bela ali siva , prijetno dišeča tvar , ki se nahaja v glavačevem drobu , ali pa v moiji in po bregovih naplavljena .
abc4	dišeča	Ambra|tvar	smolasta|bela|siva|prijetno	Ambra je smolasta , bela ali siva , prijetno dišeča tvar , ki se nahaja v glavačevem drobu , ali pa v moiji in po bregovih naplavljena .
abc4	voh		dober	Prvi so dobri letavci in imajo posebno bister vid in dober voh .
abc4	zarad nesnage|smradu			Gnezdi v duplih in je zarad nesnage in smradu nevšečna ptica .
abc4	duh	Meso|po ribji masti	trdo|soperen	Meso je trdo in ima soperen duh po ribji masti .
abc4	duh	Meso|po ribji masti	trdo|soperen	Meso je trdo in ima soperen duh po ribji masti .
abc4	brez duha|brez okusa			Strup ( ostrov ) je prozorna , rumenkasta tekočina brez duha in brez okusa , v želodci nič ne škoduje , v krvi pa vzrokuje slabosti in bolehanje , časi pa tudi smrt v nekoliko minutah .
abc4	smradi	sok	belkast|jedek	Ta ponočna in samotna žival je grde postave , okorne hoje , ostudne barve in gnjusne kože ; razdražena se napihuje , smradi in pušča neki belkast , jedek sok iz bradavic .
abc4	smradi	sok	belkast|jedek	Ta ponočna in samotna žival je grde postave , okorne hoje , ostudne barve in gnjusne kože ; razdražena se napihuje , smradi in pušča neki belkast , jedek sok iz bradavic .
abc4	okusa		ugodnega	V kamenji in v koralah si dolbe luknje in je zarad ugodnega okusa čislana jed .
abc4	vonjajoči		koristni|neugodno	Prav tako koristni , pa tudi tako neugodno vonjajoči so drugi krešiči , na pr .
abc4	diši	Otimač		Otimač diši po mošku in živi na drevji , kjer lovi in žrč škodljive gosenice .
abc4	vonjajo		neugodno|rujavkast|jedek	Navadno so ene barve , redkokedaj pisani , neugodno vonjajo in ulovljeni puščajo neki rujavkast , jedek sok od sebe .
abc4	duh		močen	Ta jako gibki ropar , ki po svoji postavi spomina na strigalico , krivi zadek navzgor in pušča močen duh od sebe , ako ga vzameš v roko .
abc4	dišeč	sok	rumenkast|neugodno	iz mehkega trupla rumenkast , neugodno dišeč sok , ki tudi nekaterim ljudem kožo pod - mehuri , ali vender ni tako grizek , kakor od španske muhe .
abc4	dišeč	sok	rumenkast|neugodno	iz mehkega trupla rumenkast , neugodno dišeč sok , ki tudi nekaterim ljudem kožo pod - mehuri , ali vender ni tako grizek , kakor od španske muhe .
abc4	diši	hrošč		Ta hrošč diši po mošku in živi na vrbah , katere njegove ličinke razjedajo .
abc4	zelišče	krompirjevo		Zato je treba paziti na krompir , in kakor hitro bi se kje pokazal ta hrošč , nemudoma se mora krompirjevo zelišče požeti in sežgati , in vsa stvar se mora prijaviti okrajnemu oblastvu , ker drugače preti poljodelcem velika škoda .
abc4	dišeč	sok	rumenkast	Ta povsod razprostranjena znana živalca hrani se kakor ličinka in kakor hrošč z ušicami ter je zategadelj po vrtih jako koristna Ako se je dotakneš , ш Sed ikčasta 16ni pušča neki rumenkast , dišeč sok od sebe .
abc4	dišeč	sok	rumenkast	Ta povsod razprostranjena znana živalca hrani se kakor ličinka in kakor hrošč z ušicami ter je zategadelj po vrtih jako koristna Ako se je dotakneš , ш Sed ikčasta 16ni pušča neki rumenkast , dišeč sok od sebe .
abc4	dišečim	sokom	ostrim|jedkim|močno	Namesto žela imajo na konci zadka mehurček z ostrim , jedkim , močno dišečim sokom , katerega razdražene brizgajo od sebe .
abc4	dišečim	sokom	ostrim|jedkim|močno	Namesto žela imajo na konci zadka mehurček z ostrim , jedkim , močno dišečim sokom , katerega razdražene brizgajo od sebe .
abc4	dišečim	cvetjem		Kakor strele hitro švigajo po zraku in vise radi nad dišečim cvetjem , iz katerega srkajo med , nesedši na cvet .
abc4	dišeče	stvari		Jako dišeče stvari nič ne pomagajo , dobro je pa obleko ali pa kožuhovino v platnene rute zavijati .
abc4	dišečimi	kadilom|mazili .		Od njihovega vboda uname se koža in večkrat so pokažejo še druge kožne bolezni , človek je po telesu poln priščev , kakor bi bil šiban , a tem krvolokom se ne ubrani niti s tenčico , niti s kadilom , niti z dišečimi mazili .
abc4	duh		poseben|neugoden	Ako se jih dotakneš , puščajo , kakor sploh vse stenice , neki poseben , neugoden duh .
abc4	dišeč		rumenkast	Zvija se kakor kača ; ako se je dotakneš , pušča sopemo dišeč , rumenkast sok .
abc4	dišeče	stvari	okusne	Ž njima zaznavajo živali dišeče in okusne stvari s pomočjo tenke sluznice ( © cfjleimfycutt ) , s katero sta ta dva organa prevlečena .
abc4	dišeče	stvari	okusne	Ž njima zaznavajo živali dišeče in okusne stvari s pomočjo tenke sluznice ( © cfjleimfycutt ) , s katero sta ta dva organa prevlečena .
abc4	voha|dišeče		okusne	se občutki okusa in voha morejo zaznati , je potrebno , da okusne , in dišeče tvari pridejo v dotiko z omenjeno sluznico ter da se onde razproste .
abc4	dišeča	Rovka		252 Rovka dišeča .
abc5	duh		čuden|neprijetnega	Če je želodec pokvarjen , boli človeka v prsili in na straneh , včasih tudi v križi ; človek je zaspan in slabe volje , usta imajo čuden duh , na zobeh je polno slin neprijetnega vsduha .
abc5	dišeče	Bore|) milo ( žajiai r	aromatično	Bore ha rdi ovo aromatično ( dišeče ) milo ( žajiai r .
abc5	dišeče	Bore|) milo ( žajiai r	aromatično	Bore ha rdi ovo aromatično ( dišeče ) milo ( žajiai r .
abc5	dišeča	Nuiii de Bonteniard|pasta	ova	Nuiii de Bonteniard - ova dišeča pasta za zobe , najsplošnejši in najzanesljivejši pripomoček za ohranjenje in čistenje zob in zobnega ineBa ; v celih in pol zavitkih po 70 ali 86 kr .
abc5	dišeča	Nuiii de Bonteniard|pasta	ova	Nuiii de Bonteniard - ova dišeča pasta za zobe , najsplošnejši in najzanesljivejši pripomoček za ohranjenje in čistenje zob in zobnega ineBa ; v celih in pol zavitkih po 70 ali 86 kr .
abc5	dišeči|duh|voila	Beriiiguier - jcv|kronini	krasna	Beriiiguier - jcv dišeči kronini duh , krasna voila za dulianje in umivanje , ki krepča in budi živelj ; v izvirnih sklenicah po 1 gld .
abc5	dišeči|duh|voila	Beriiiguier - jcv|kronini	krasna	Beriiiguier - jcv dišeči kronini duh , krasna voila za dulianje in umivanje , ki krepča in budi živelj ; v izvirnih sklenicah po 1 gld .
abc5	dišečo	Suina|zohno pasto		Suina de Umiteinanl - nvo dišečo zohno pasto in pred dr .
abc5	smradljivo	Anaterinska ustna voda		Anaterinska ustna voda , tfS ^ JnSftS pravi smradljivo sapo iz ust .
abc6	ne diši	jed		Slišal sem starega kmečkega moža , kteri se je večkrat jezil nad gosp6do , ki se je pritoževala , da ji jed ne diši , ali kakor pravijo : „ da apetita nima """" .
abc6	dišala|diši	gnoj|jed|slaba jed	dobro	Uni mož je rekel : , , naj bi le prišel celo dopoldne orat ali gnoj kidat ; bi mu pač jed dišala ! ' * In prav je imel , zakaj kdor pridno dela in se sicer ne preobjčda , si zdravje varuje , ohrani , in zato mu tudi slaba jed dobro diši .
abc6	dišala|diši	gnoj|jed|slaba jed	dobro	Uni mož je rekel : , , naj bi le prišel celo dopoldne orat ali gnoj kidat ; bi mu pač jed dišala ! ' * In prav je imel , zakaj kdor pridno dela in se sicer ne preobjčda , si zdravje varuje , ohrani , in zato mu tudi slaba jed dobro diši .
abc6	vohajo	zrak	Težek	"""" , ki se rad pošali z novolaskimi „ padroni """" , pravi : Težek je zrak , ki žuga viharje ; „ padroni Rima """" gledajo in vohajo , potem pa Be tolažijo : nič ni nevarnosti .
abc6	vohajo	zrak	Težek	"""" , ki se rad pošali z novolaskimi „ padroni """" , pravi : Težek je zrak , ki žuga viharje ; „ padroni Rima """" gledajo in vohajo , potem pa Be tolažijo : nič ni nevarnosti .
abc6	duh	ovnov		Sapvi ) v Kurtettellu , ki so ga umorili bernski hujskarji duh ovnov .
abc7	smrad		gnili	] Včeraj je morje nenavadno palo , po nekaterih krajih stare luke bilo je več sežnjev obzidja pri bregu suhega , da je nastal čudno gnili smrad .
abc7	vohala|duha	bolha		Omenjena vohala obstoje iz tenkih mešičkov , ki so raztreseni po tipalnicab na glavi in ki so pritrjeni na posebnih živčnih nitih ; tedaj duha bolha s tipalnicami , kakor sploh vsi čl en ar j i , njim na čelu pa klasični „ Ruk """" prof .
abc7	smrad	po pečenem konjskem mesu	Grozen	Grozen pogled in smrad po pečenem konjskem mesu .
abc7	smrad	po pečenem konjskem mesu	Grozen	Grozen pogled in smrad po pečenem konjskem mesu .
abc7	diši	Clovekn|jed		Clovekn diši zopet jed , če je imel bel jezik .
abc8	dišijo	po jesihu		to je taka , pri kterih vinski kamen , ki je del vina , začne se v svoje kemične dele spreminjati , posebno „ cikasta * vina , to je taka , ki dišijo po jesihu , so prav dobre tvarine zs vinski jesih .
abc8	duh	jesihov|po jesihu		viti jesihov okus iz vina , če se duh po jesihu pokaže pri vehi .
abc8	diši		lepo	Tako napravljen jesih je navadno tako hud , da se pri rabi mora mešati prav dobro z vodo , pa še drugo dobro lastnost ima , ki mu da pri kupčiji visoko ceno , namreč da prav lepo diši .
abc8	duh	jesihu|po sadji .	lep|okusen	Pri navadni napravi vinskega jesiha se gleda le na to , da se spremeni alkohol ( vinski dub ) , ki gs ima vino v sebi v jesihovo kislico , mi pa svetujemo napraviti pri jesihu še jesihovi hlip , ki da jesihu še večjo veljavo ; ker tak jesih ima lep in okusen duh po sadji .
abc8	duh	jesihu|po sadji .	lep|okusen	Pri navadni napravi vinskega jesiha se gleda le na to , da se spremeni alkohol ( vinski dub ) , ki gs ima vino v sebi v jesihovo kislico , mi pa svetujemo napraviti pri jesihu še jesihovi hlip , ki da jesihu še večjo veljavo ; ker tak jesih ima lep in okusen duh po sadji .
abc8	zelišč		preostrih|strupenih	Taka vtekljina nastane nar večkrat , če se konj neusmiljeno pretepa , ali pa če je zavžil preostrih ali celo strupenih zelišč .
abc8	zelišča	Arniknega|hrastovega lnbja		Če je bolezni vzrok slabost , da se konju naslednik latverg : Arniknega zelišča , hrastovega lnbja , kolmuževe korenine od vsacega 70 gramov , kafre in jelenovčnega lesa ( Hirschhornholl ) od vsacega 13 gramov , in moke in vode kolikor je treba , s tim testom se pomaže jezik trikrat do četirikrat na dan , vsakikrat se ga vzame toliko , kakoršno je racno jajce .
abc8	zelišč	jesiha|olja|milove ( žajfne|vode	strupenih	Če pa je bolezni vzrok vžitek strupenih zelišč , naj se da konju piti vsak dan jesiha , olja , ali tudi milove ( žajfne ) vode .
abc8	zelišč	jesiha|olja|milove ( žajfne|vode	strupenih	Če pa je bolezni vzrok vžitek strupenih zelišč , naj se da konju piti vsak dan jesiha , olja , ali tudi milove ( žajfne ) vode .
abc9	duh|duh|smrad	amonijak|sukna|žlindri pipinej	tabakov|neprijeten|pravi	Saje lahko vsak vidi v dimovej barvi ; amonijak napravi z drugimi snovmi tabakov duh , ki se tako rad prime obleke , posebno sukna , duh , ki je nekaterim tako neprijeten in ki je v žlindri pipinej pravi smrad .
abc9	duh|duh|smrad	amonijak|sukna|žlindri pipinej	tabakov|neprijeten|pravi	Saje lahko vsak vidi v dimovej barvi ; amonijak napravi z drugimi snovmi tabakov duh , ki se tako rad prime obleke , posebno sukna , duh , ki je nekaterim tako neprijeten in ki je v žlindri pipinej pravi smrad .
abc9	smrad|smrdi	tabak|nekadilcu	naraven	Ali je dalje naraven ali primeren za človeka smrad ? In vendar zagovarjaš in ljubiš tabak , ki nekadilcu smrdi in ga nadleguje .
abc9	smrad|smrdi	tabak|nekadilcu	naraven	Ali je dalje naraven ali primeren za človeka smrad ? In vendar zagovarjaš in ljubiš tabak , ki nekadilcu smrdi in ga nadleguje .
abc9	duh	tabakov	zopern	Zopern mu je duh tabakov , zopern pogled na tabakarja .
abc9	duh	tabakov	zopern	Zopern mu je duh tabakov , zopern pogled na tabakarja .
abc9	duh|ne kade	tabakov dim|tabakov|tabakovega dima	neprijeten|neprijeten|neprijeten	Kako neprijeten je tabakov dim na železnicah , kako neprijeten v očitnih prostorih ! Kako da je neprijeten duh tabakov tistim , ki ne kade , prepriča vsakega tabakarja njegov zvesti pes , ki se boji tabakovega dima bolj , kakor palice .
abc9	duh|ne kade	tabakov dim|tabakov|tabakovega dima	neprijeten|neprijeten|neprijeten	Kako neprijeten je tabakov dim na železnicah , kako neprijeten v očitnih prostorih ! Kako da je neprijeten duh tabakov tistim , ki ne kade , prepriča vsakega tabakarja njegov zvesti pes , ki se boji tabakovega dima bolj , kakor palice .
abc9	diši	prepovedan sad	zelo	Pa skušnja uči , da prepovedan sad kaj zelo diši , zato je treba naj prvo in pogostoma mladino prav podučiti .
abc9	diši	prepovedan sad	zelo	Pa skušnja uči , da prepovedan sad kaj zelo diši , zato je treba naj prvo in pogostoma mladino prav podučiti .
abc9	smrdečega|povoha		nerad	Kar je pri tabaku najhujega , da vidimo majhnega fantalina s cigaro med mlečnimi zobmi — no , res , jeza nas pograbi , najraje bi stresli fantalina za ušesa ter mu jih priložili nekaj od desne , in leve , — in prav je , ako to storimo — pa vendar nazadnje se takej ne - zrelej možatosti tudi posmejemo : ali od žganja pijanega človeka videti , smrdečega , omazanega , ki leži tam le ob cestnem jarku ali pa še v njem , katerega še pes nerad povoha — človek , ali se moraš pri tem prizoru zasmejati ? Britka žalost nam obide srce , ne samo zaradi nesrečnega človeka , ki je tako padel , ampak zavoljo žalostne osode človeštva sploh .
abc9	duh		hudobni	Nektere stvari na svetu so res čudne in ni jih lahko razložiti ; kdo ve , so li taki stariši tako grozno nevedni ali jih pa ima hudobni duh kar naravnost v oblasti .
