Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	duh	cvetlic	prijeten	Ta komisija ima zavolj potrebne edinosti v opravilih središe na Dunaju , in svojo delavnost po tistih udih v kronovinah spolnuje ki stanujejo v obertniških glavnih krajih , in tiste kronovine , ki so od Dunaja predalječ , I dolinah , planinah in hribih , in zagledamo brez iakor : Češko , Lombardo - beneško kraljestvo , števila veliko cvetlic , ki se lesketajo v rnno - Tirole in Vorarlberško se bodo po dunajski gih pisanih barvah in pulite prijeten duh iz središni komisiji enako vravnale .
abc1	duh	cvetlic	prijeten	Ta komisija ima zavolj potrebne edinosti v opravilih središe na Dunaju , in svojo delavnost po tistih udih v kronovinah spolnuje ki stanujejo v obertniških glavnih krajih , in tiste kronovine , ki so od Dunaja predalječ , I dolinah , planinah in hribih , in zagledamo brez iakor : Češko , Lombardo - beneško kraljestvo , števila veliko cvetlic , ki se lesketajo v rnno - Tirole in Vorarlberško se bodo po dunajski gih pisanih barvah in pulite prijeten duh iz središni komisiji enako vravnale .
abc3	puhtijo|dišave	cvetic|zelene trave		Is cvetic , zelene trave Vzdiga k nebu se molitev , In ko stvarnika daritev V zrak puhtijo vse dišave .
abc3	dišečem	cvetji .		Čebele , kebri in drugi mergolinci šume in si hrane nabirajo po dišečem cvetji .
abc3	dišeča	rožica	lepa	Tu pricvete in se prikaže lepa , dišeča rožica ; tam priferči prelepo pisan metuljček , in zopet drugej se razgrinja zelena tratica polna naj lepših cvetic .
abc3	dišeča	rožica	lepa	Tu pricvete in se prikaže lepa , dišeča rožica ; tam priferči prelepo pisan metuljček , in zopet drugej se razgrinja zelena tratica polna naj lepših cvetic .
abc3	zeliša	travo		Rodoviten dež napaja in poživlja velo drevje , travo , zeliša in vse polje .
abc3	dišal		boljše	Mati se ji nasmejejo , rekoč : „ Bil je ravno tisti ričet , ki si ga opoldne pustila ; pa zato ti je zdaj boljše dišal , ker si res popoldan pridno delala .
abc3	lepodišeče	kadilo	žlahtno	Čebele nabirjajo sladki med v zdravilo in za medico , dajejo vos k za sveče , ki gori pri naj svetejsem opravilu , mravlje nanašajo žlahtno , lepodišeče kadilo .
abc3	lepodišeče	kadilo	žlahtno	Čebele nabirjajo sladki med v zdravilo in za medico , dajejo vos k za sveče , ki gori pri naj svetejsem opravilu , mravlje nanašajo žlahtno , lepodišeče kadilo .
abc3	povohati|povohati	slanino	dobro	Me dobro poznamo take zvijače , Ae bote me vjeli ne ! Pa povohati , je miška djafa , „ povohati pa dobro slanino vendar smem ; nosek še ne more sproliti pasti .
abc3	povohati|povohati	slanino	dobro	Me dobro poznamo take zvijače , Ae bote me vjeli ne ! Pa povohati , je miška djafa , „ povohati pa dobro slanino vendar smem ; nosek še ne more sproliti pasti .
abc3	povoha	slanino	rahlo	"""" iMiška smukne v past , in prav rahlo povoha slanino .
abc3	povoha	slanino	rahlo	"""" iMiška smukne v past , in prav rahlo povoha slanino .
abc3	duhtela	Breskev	prijetno	Breskev se je pod težo debelega , lepo ru - dečkastega sad ja pripogovala , in je prijetno duhtela .
