Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	duh		hudi	Greh je tisti hudi duh , kten telo in dušo , tedaj vsega človeka pohabi , od njega obsedeni pa so le na telesu mučeni .
abc1	duh|duh|duhom		Božji|hudi	Božji duh in hudi duh ne moreta v eni duši bivati ; tedaj vun z budim duhom , da sv .
abc1	duha		hudega	Prav ta čudež njih spreobernjenja je bil , nad kterim so neverniki bolj stermeli , kakor nad tem , da so izganjali hudega duha .
abc1	duh	resnice		— Ti pa , duh resnice in nebeškega razsvitljenja , daj nam , te prosimo , k temu premišljevanju svojo pomoč ! — Razlaga .
abc1	duhtečih	rož		Kajne lepo je gledati , kedar se pomladanski čas vsa natora v novo življenje zbudi ; kedar se hoste z novim zelenjem oblačijo , in sadne drevesa po vertih lepo cvete ; kedar žitne polja in vinske gorice začnejo odganjati , in zarod duhtečih rož po vertih in travnikih človeško oko razveseljuje .
abc1	duh|duh|duh			Le iz globočine svojega serca zdihnimo : Ti duh resnice ! razsvitljuj našo pamet ; duh moči ! poterdi našo slabo omahljivo voljo ; duh serčnosti ! daj se nam srečno vojskovati , in kdaj po smerti doseči krono pravičnosti ! Amen .
abc1	duh	Šajdela		Šajdela , bivši duh .
abc2	dišeč	kinč	Večno	Večno dišeč kinč .
abc2	dišeč	kinč	Večno	Večno dišeč kinč .
abc2	diši	naravnega indiškega zelišča	naravno dobro	iz naravnega indiškega zelišča , ki vedno naravno dobro diši , po najnovejši modi .
abc2	diši	naravnega indiškega zelišča	naravno dobro	iz naravnega indiškega zelišča , ki vedno naravno dobro diši , po najnovejši modi .
abc2	duha		brez slabega	Zanimajo in kratkočasijo novi Balonski umetni ognji , brez slabega duha , raznovi sini , po kr .
abc2	duh		Veliki	Hišni vladika nažge vsako jutro sveto fajfb , ko solnce izhaja , potegne trikrat in dim poba proti solncu rckši : Veliki duh .
abc2	duha		hudega	Potem vrže en tobakov list na ogenj , da pomiri hudega duha rekši : Na ! kadi , bodi dober in nič hudega nam ne stori ! Tako tudi delajo drugi .
abc2	duha	tobakov	dobrega	Mi Evropejci pa , ko vstanemo , vtaknemo lulo v usta , ali odpremo škatlo , in vtikamo tobakov prah v nos , in redkokrat so spomnimo dobrega duha , na hudega so pa tako neradi zmislimo .
abc2	duha	tobakov	dobrega	Mi Evropejci pa , ko vstanemo , vtaknemo lulo v usta , ali odpremo škatlo , in vtikamo tobakov prah v nos , in redkokrat so spomnimo dobrega duha , na hudega so pa tako neradi zmislimo .
abc2	ne diši	saponinsk masten eter		saponinsk masten eter v kratkih trenotkih oeljiravi vsakojake madeže iz V6akc obleke in tkanine brez izjeme Ta novi izdelek v svojem učinku prekosi vse enako fabrikate , kor nobene barve ne oškoduje , se mahoma posuši in ne diši .
abc3	duha|voha			Silno uro in gromenje goveja živina začuti , če po zraku hlepi , z razširjenimi nosnicami nad seboj duha ali voha , na paši z zavihanem repam skače , z nogami ali pa z rogmi zemljo koplje , si noge liže in mukaje proti hlevu leti ; telice in jenice pa bezljajo , kakor da bi bile zdivjale , in se med konje in druge večji živino pomešajo .
