Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	ne diši	jed		l £ f fen fc ^ merft mir nicf ) t , jed mi ne diši .
abc1	diši	Vertnica	lepo	Vertnica lepo diši , bie Stofe ift toof ) irieci ) enb .
abc1	diši	Vertnica	lepo	Vertnica lepo diši , bie Stofe ift toof ) irieci ) enb .
abc1	diši	Vijolica	malo	Vijolica malo diši .
abc1	diši	Vijolica	malo	Vijolica malo diši .
abc1	dišava	slanina		Kruh , baê SSrot ; juha , bie @ uppe ; meso , baê ^ ieifcf ) ; zelenjad , baê © emûfe ; močnate jedi , bie StteJjlfpeifen ; pečenka , ber SSraten ; kuretina , ba § © ejïûgei ; divjačina , baê SSilbbret ; sadje , baê £ ) bft ; mleko , bie SJiiidj ; maslo , baê © dfjmatj ; slanina ( špeh ) , ber < Spe < f ; sir , ber Mfe ; dišava , baê © eltJÛrg ; sol , baê < 3alj ; olje , baê £ > [ ; jesih , bet 6f ] tg ; voda , baê SSaffet ; ol ( pivo ) , baê SSiet ; vino , ber SBeiit ; kava , bet ^ ajfee ; sladkor , bet Mleko je tekoče , bie © MM ) tffc fluffig .
abc1	dišečih	rož		Otroci imajo cvetice zelo xadi ; iz dišečih rož si vence pletejo .
abc2	dišé	Žitni rožički	strupeni	mrzle ohranimo da ženó če namreč ledu nad ko - Žitni rožički dišé po drožjih ; so strupeni , ker imajo renine naložimo , ali pa s smrekovimi vejami itd .
abc2	dišé	Žitni rožički	strupeni	mrzle ohranimo da ženó če namreč ledu nad ko - Žitni rožički dišé po drožjih ; so strupeni , ker imajo renine naložimo , ali pa s smrekovimi vejami itd .
abc3	dišeče	rožice	prijetno|cveto	Ljubo mu šumlja potok po dolini ; prijazno mu prepevajo ptički , prijetno mu cveto pisanega travnika dišeče rožice .
abc3	dišeče	rožice	prijetno|cveto	Ljubo mu šumlja potok po dolini ; prijazno mu prepevajo ptički , prijetno mu cveto pisanega travnika dišeče rožice .
abc3	dišečih	cvetlic		Vidi drugega , ki je ves raven , gladek , širok , poln veselih in vriskajočih tovaršev , poln sladkosti in dišečih cvetlic .
abc3	duh	meso	pregrešno|peklenski	Tako je tudi keršanska duša vseskoz v nevarnosti , njeni sovražniki so hudobni svet , pregrešno meso in peklenski duh .
abc3	duh	meso	pregrešno|peklenski	Tako je tudi keršanska duša vseskoz v nevarnosti , njeni sovražniki so hudobni svet , pregrešno meso in peklenski duh .
abc3	ne diši	jed		In kakor človek spozna , da je bolen , kader mu nobena jed ne diši ; ravno tako mora tudi tak človek spoznati , da je silno bolen na svoji duši , ako v božji besedi nobenega veselja ne najde .
abc3	Duh|duh			Duh , duh resnice .
abc4	dišečo		dobro|lepo	prodajava prav dobro in lepo dišečo .
abc5	duha		blagega	Naj bi bili toliko blagega duha sedanji miljonarji in drugi bogataši , gotovo bi bil lep del denašnega socijalnoga prašanja kmalu razvozljan .
abc5	duh		slab	Ne da , da se napravi sreŠ , odjemlje slab duh , daja ustam sve - žost in osnažuje zobno meso .
abc5	smradljivo	ustna voda		Anaterinska ustna voda , najboljše za ohranjenje zob ter zobnega mesa in takoj odpravi smradljivo sapo iz ust .
abc5	zelišč|dišečim		kislem	Napravljen iz najboljših , zdravniško najkrep kejšlh zdravllsklh zelišč , potrjen je posebno kakor gotova pomoč pri vseh slabostih prebavljanja , posebno pri presedanju , po kislem dišečim riganju , napenjanju , bluvanju , pri bolečinah v telesu In { elodcu , Želodčnem krču , prenabaaanjn ielodna z jedml , zasliženju , krvnem navalu , hemeroidah .
abc6	smradljivo	ustna voda		Anaterinska ustna voda , najboljše za ohranjenje zob ter zobnega mesa in takoj odpravi smradljivo sapo iz ust .
abc6	duh		slab	Ne da , da se napravi sreš , odjemlje slab duh , daja ustam sve - Žost In osnažuje zobno meso .
abc7	dišalo|dišeča|diši	vijolica|vijolica	mamljivo	— Nu , mari neste vijolica , rekel je tiho , če tudi se ni imel bati , koga prebuditi , — ko sem prišel k vam po vsem tem prahu , vročini in trudu , dišalo je liki vijolica , pa ne ona mamljivo dišeča , temveč ona ponižna , katera diši nad tajajočim se snegom v pomladanskej travi .
abc7	dišalo|dišeča|diši	vijolica|vijolica	mamljivo	— Nu , mari neste vijolica , rekel je tiho , če tudi se ni imel bati , koga prebuditi , — ko sem prišel k vam po vsem tem prahu , vročini in trudu , dišalo je liki vijolica , pa ne ona mamljivo dišeča , temveč ona ponižna , katera diši nad tajajočim se snegom v pomladanskej travi .
abc7	aromatična	Salicilna ustna voda		( 746 — 1 ) Salicilna ustna voda , aromatična , upliva oživljaioče , zapreci pokončanje zob in odpravi slab dob iz ust .
abc8	diši	kava		Sluga pokoren , gospoda ! Tu uže od daleč diši kava rojstnega dne .
abc8	duhte|vonjava	Spomlad	gozdna	) Kako duhte ! Spomlad , gozdna vonjava , domovina in sreča ! ( Pade jokaje se na stol .
abc8	duhte|vonjava	Spomlad	gozdna	) Kako duhte ! Spomlad , gozdna vonjava , domovina in sreča ! ( Pade jokaje se na stol .
abc9	dehtele	nageljček|vijolice		Tu je « vela mlada roža , ondu visoka bela lilija , na oglu bagren nageljček in poleg njega , pod travo skrite morajo biti vijolice , saj so lanivedno dehtele na tem mesti .
abc9	dehtecem|vzduhu	cvetji		In hrostič na dehtecem < cvetji , skorjanec v prostem vzduhu in jaz v svojem tinu , vsi smo veseli in se radujemo lepega življenja ! — Spisala Lujiza Pesjakova .
abc9	dehti|vonjava	cvetlična		Po sprelepih , svetlih prostorih dehti cvetlična vonjava .
abc9	vonjavo		balzamsko	Nigdar še kaj tacega videla nisem ! Na tisoč in tisoč jih cvete , šireč krog sebe balzamsko vonjavo .
abc9	dehtečih	rož		Molče jo je spremil Rihard do kočije , kder je našla v elegantnem vrbasci velik šop dehtečih rož .
abc9	duh		olikani	Po leti in jeseni najrajši potuje , menda se je seznanil uže z vso Evropo , in potem se vrača domov z vtiski , ki jih je nabiral olikani duh , in v pomladi se kar povrtnâri .
abc9	dehtečih	cvetlic .		A ona roka , ki jo je oprostila , kaže po njej , da pokončati more , vkrotila jo je tudi ter tkala z najsvetlejšimi bojami vez miru , opasala jo okoli neba , in nebó in zemlja sta bila zopet v zavezi ! Priroda se je nasmihala , prelivajoč od veselja sladke solze , ki so trepetale v čašah dehtečih cvetlic .
abc9	dehteči	kine|cvetja		"""" Pozvonila je grofica in skôraj je samovar stal pred gostom in dehteči ovretek kine - škega cvetja mu ogreval ude .
abc9	vzduh		čisti	Dolgo sem slonela pri oknu , noč je bila jasna in čisti vzduh mi je dobrodejno hladil goreče lice .
abc9	dehtele	rože		Koder sem hodila dehtele so rože in speči slavci sanjaj e zibali se na njih vejah .
abc9	vzdu|duh		čistem	a Nekoliko krotke j e je nadaljevala : „ Rada , prerada bivam v čistem vzdu - hu te dvorane , mej svojci se čutim ! Tukaj naj stoji miza , tukaj pod tó podobo ! Naj me obseva pri delu duh sloveče Uršule ! Nje , ki je bila modra in učena , kakor še ni bila nobena žena .
abc9	vzduh|dehteco		hladni	Valovit je vrel hladni jutranji vzduh v soparni prostor : njega in svetlobe nasrkala se je Dora , ko se je venkaj nagibala in prelepo belo rokó v rosi resédinega listja kopajoč , odtrgala si dehteco vejico .
abc9	vzduh		sveži	Preložile smo ure pouka od zjutraj na po - poludné , da dvojki uživati sveži vzduh , dokler solnce prehudo ne pripeka .
abc9	dehtečega	višnjevih cvetlic|li ajde	lepše	In lanišče stoprav , kakó lepó je bilo to morje višnjevih cvetlic ! Ali v jeseni , Beata , kras - nejšega , lepše dehtečega ni bilo , nego li ajde .
abc9	dehtečega	višnjevih cvetlic|li ajde	lepše	In lanišče stoprav , kakó lepó je bilo to morje višnjevih cvetlic ! Ali v jeseni , Beata , kras - nejšega , lepše dehtečega ni bilo , nego li ajde .
abc9	vzduh		večerni hladni	Vznemirjena je poslušala grofica , a Dora se ji je krotko nasmihala , zagotavljajoč , da ji ničesar ni , da jo je le malo prešinjai večerni hladni vzduh .
abc9	vzduhom		čistim krepkim	105 vstala — težka še vedno glava , še težje srce — in razvedriti se hotela s čistim krepkim vzduhom , ki zlasti ob zori veje od snežnikov .
abc9	dehtele	cvetlice	bolj	Ljubim ga ! — Izgovorjeno je ! Res , res in tisočkrat res , naj stoji tukaj , ljubim ga z vsacim udarcem srca , z vsako mislijo , s svojim hrepenenjem , s svojimi sanjami , z vsem , kar je Bog blagega mi položil v dušo ! Ne vem , od kdaj ga ljubim , a to vem , da je solnce vzhajalo drugače , da so cvetlice bolj dehtele in da sem slavčje tožbe umevala od tistega dné , ko sem ga prvič ugledala .
abc9	dehtele	cvetlice	bolj	Ljubim ga ! — Izgovorjeno je ! Res , res in tisočkrat res , naj stoji tukaj , ljubim ga z vsacim udarcem srca , z vsako mislijo , s svojim hrepenenjem , s svojimi sanjami , z vsem , kar je Bog blagega mi položil v dušo ! Ne vem , od kdaj ga ljubim , a to vem , da je solnce vzhajalo drugače , da so cvetlice bolj dehtele in da sem slavčje tožbe umevala od tistega dné , ko sem ga prvič ugledala .
abc9	Dehtel	lipov cvet		Dehtel je lipov cvet po grmičih , ki obrobljajo pot doli do K .
abc9	vonji	vih vijolic		Gost venec vonji » vih vijolic jih objemlje .
abc10	ne diši	meso		Ako mu ne diši posebno njih meso , bode mu več kvara , kakor pa haska od njih .
abc11	duh	Ciganska jama	dobri	Zakaj se usmiljeni ranocelnik dalje ne briga za svojega bolnika , zakaj ne pride bliže ? « Ivan si je belil že dolgo glavo , toda Ciganska jama in dobri duh v njej ostala sta mu skrivnost .
abc11	duh	Ciganska jama	dobri	Zakaj se usmiljeni ranocelnik dalje ne briga za svojega bolnika , zakaj ne pride bliže ? « Ivan si je belil že dolgo glavo , toda Ciganska jama in dobri duh v njej ostala sta mu skrivnost .
abc11	voha|izvohati			Ivan pride in pregleda shrambo , med tem pa voha , kakor bi hotel kaj izvohati .
abc11	dišala	južina|gosje meso	okusno	Kakojimaje dišala južina opolu - dne — okusno prirejeno gosje meso ! Žejni grli sta poplaknila s sladko medico in to je razvezalo Martinu jezik , da prične hvaliti čez mero prijetno življenje v Jaznem dolu .
abc11	dišala	južina|gosje meso	okusno	Kakojimaje dišala južina opolu - dne — okusno prirejeno gosje meso ! Žejni grli sta poplaknila s sladko medico in to je razvezalo Martinu jezik , da prične hvaliti čez mero prijetno življenje v Jaznem dolu .
abc11	dišal		prijetno	Za nekaj dni dišal je panj kaj prijetno , da je bilo veselje Martinovo vedno večje .
abc11	diši	žitu		Ovce vhajale so na zelene njive in Filaks , sicer dober varuh , ni mogel vselej razumeti , zakaj bi se ne pasle v žitu , če jim diši .
abc11	vonj	vrtnico	prijeten	A kakošna ti je soseda ! Kdor mimo gre , vrtnico gleda , Nje vonj prijeten hvali vsak .
