Book	Smell_Word	Smell_Source	Quality	Full_Sentence
abc1	duhom	mazila		) „ Marija je vzela libro dragega mazila , prave narde in je mazilila Jezusove noge , brisala njegove noge s svojimi lasmi in hiša je bila napolnjena z duhom mazila .
abc1	duhom	mazila		Poglejmo na Marijo Magdaleno , kaj je storila ? Jezus je bil vBetaniji pri gostiji ; „ Marija je tedaj vzela libro dragega mazila , prave narde , in je mazilila Jezusove noge in brisala njegove noge s svojimi lasmi in hiša je bila napolnjena z duhom mazila .
abc1	dišalo	Nardsko olje	dobro	"""" Nardsko olje , ki ga je Marija Magdalena razlila , je dokaj dobro dišalo po celej hiši .
abc1	dišalo	Nardsko olje	dobro	"""" Nardsko olje , ki ga je Marija Magdalena razlila , je dokaj dobro dišalo po celej hiši .
abc1	smrad|dišava|dišeče	kadilo	ostuden|žlahtna|dobro	Greh je kakor ostuden smrad , čednosti in dobre dela so pa kakor žlahtna dišava in dobro dišeče kadilo pred Bogom .
abc1	smrad|dišava|dišeče	kadilo	ostuden|žlahtna|dobro	Greh je kakor ostuden smrad , čednosti in dobre dela so pa kakor žlahtna dišava in dobro dišeče kadilo pred Bogom .
abc1	duh		dober	To bode prava pokora in te dobre dela bojo dober duh razširjale po celej okolici .
abc1	dišave		drage	Od Boga razsvitijena Katarina Emerih pripoveduje še to - le : „ Marija Magdalena si je dala vedno kaj pri Jezusovem truplu opraviti ; na kolenih kleče je vlila celo iiašico drage dišave v Jezusovo prebodeno stran .
abc1	duhom		žlahtnim	Te rožice so jesen obletele , dolgo zimo pod belo odejo terdno spale ; — ali solnce jih je že zbudilo , že lepo cvetijo in nas s svojim žlahtnim duhom oživljajo .
abc1	dišeč duh	pisanih rož	žlahtno	"""" Kamorkoli oči obernemo proti nebu , ker rumeno solnce nam tako prijazno in toplo sije , na zemljo , po kateri se žlahtno dišeč duh pisanih rož prostira , na drevesa , kjer se ptičji rod veseli in Bogu hvalne pesmi prepeva , povsod vidimo veselo ustajenje iz groba zimskega spanja .
