id	year	author	title	note
OBC2-18300218.xml	1830	John Crowder,Lord Mayor,John Bailey,William Bolland,John Bernard Bosanquet,John Perring,Claudius Stephen Hunter,Matthew Wood,William Heygate,Anthony Brown,Newman Knowlys,Charles Farebrother,Thomas Denman,William St. Julien Arabin	Sessions' paper. the right honourable john crowder, mayor.  third session, held at justice hall, in the old bailey, on thursday, the 18th day of february, 1830, and following days.  taken in short-hand,(by authority of the corporation of the city of london) by h. buckler.  london: printed for h. buckler, by henry stokes; no. 74, cornhill; and published by g. hebert, at his library, no. 88, cheapside.  1830.    the whole proceedings on the king's commission of the peace, oyer and terminer, and gaol delivery for the city of london, and gaol delivery for the county of middlesex.  before the right honourable
OBC2-18020602.xml	1802	John Eamer,Nash Grose,Robert Graham,William Staines,John Boydell,Brook Watson,William Newman,John William,John Perring,James Shaw,George Clarke,John Silvester	The whole proceedings on the king's commission of the peace, oyer and terminer, and goal delivery for the city of london; and also, the goal delivery for the county of middlesex, held at justice-hall, in the old-bailey, on wednesday, the 2d of june, 1802, and following days, being the fifth session in the mayoralty of the right honourable sir
OBC2-18620303.xml			Central criminal court  sessions paper.  cubitt, mayor — second mayoralty.  fifth session, held march 3rd, 1862.  minutes of evidence,  taken in short-hand by  james drover barnett  and  alexander buckler,  short-hand writers to the court.  rolls chambers, no. 89, chancery lane.  the points of law and practice,  revised and edited by  robert orridge, esq.  of the middle temple, barrister-at-law.  london:  butterworths, 7, fleet street,  law publishers to the queen's most excellent majesty    the  whole proceedings  on the queen's commission of  oyer and terminer and gaol delivery,  for  the city of london,  and gaol delivery for the  county of middlesex, and the parts of the counties of essex, kent, and surrey, within the jurisdiction  of the  central criminal court,  held on monday, march 3rd, 1862, and following days.    before the right hon. william cubitt , lord mayor of the city of london; sir frederick pollock, knt., lord chief baron of her majesty's court of exchequer;
OBC2-17240708.xml	1724	Peter Delme,John Raby	The proceedings on the king's commission of the peace, and  oyer and terminer, and goal-delivery of newgate, held for the city of london and county of middlesex, at justice hall in the old bailey,  on wednesday, thursday, and friday, being the 8th, 9th, and 10th of july, in the tenth year of his majesty's reign.  before the right honourable sir
OBC2-17420714.xml	1742	George Heathcote,John Strange	The proceedings at the sessions of peace, oyer and terminer, for the city of london, and county of middlesex, on  wednesday the 14th, thursday the 15th, friday the 16th, and saturday the 17th of july.  in the 16th year of his majesty's reign.  being the first sessions in the mayoralty of the  right hon.
OBC2-17210301.xml	1721	John Fryer,William Thompson,John Raby	The proceedings on the king's commission of the peace, and  oyer and terminer, and goal-delivery of newgate, held for the city of london, and county of middlesex, at justice-hall in the old bayly,  on  wednesday, thursday, friday and saturday, being the 1st, 2d, 3d, and 4th of this instant march, 1720. in the seventh year of his majesty's reign.  before the right honourable sir
OBC2-18680406.xml			Central criminal court  sessions paper.  allen, mayor.  sixth session, held april 6th, 1868.  minutes op evidence,  taken in short-hand, by
OBC2-17330628.xml	1733	John Barber,Baron Reynolds	The proceedings at the sessions of the peace, and oyer and terminer, for the city of london, and county of middlesex; on  thursday the 28th, friday the 29th, and saturday the 30th of june 1733, in the sixth year of his majesty's reign.  being the sixth sessions in the mayoralty of the right honourable
OBC2-18620707.xml			Central criminal court  sessions paper.  cubitt, mayor — second mayoralty.  ninth session, held july 7th, 1862.  minutes of evidence,  taken in short-hand by  james drover barnett  and  alexander buckler,  short-hand writers to the court.  rolls chambers, no. 89, chancery lane.  the points of law and practice,  revised and edited by  robert orridge, esq.  of the middle temple, barrister-at-law.  london:  butterworths, 7, fleet street,  lam publishers to the queen's most excellent majesty.    the  whole proceedings  on the queen's commission of  oyer and terminer and gaol delivery,  for  the city of london,  and gaol delivery for the  county of middlesex, and the parts of the counties of essex, kent, and surrey, within the jurisdiction  of the  central criminal court,  held on monday, july 7th, 1862, and following days.    before . the right hon. william cubitt , lord mayor of the city of london; sir william wightman, knt.; and sir charles crompton, knt., two of the justices of her majesty's court of queen's bench; sir james duke, bart., m.p.; sir francis graham moon, bart, f.s.a.;
OBC2-19020113.xml			Central criminal court  sessions paper.  dimsdale, mayor.  third session, held january 13th, 1902.  minutes of evidence,  taken in short-hand by  james drover barnett  and
